tweet,tweet_tokenized
6:08 pm | Maduro: Por ahora no vamos a iniciar clases presenciales.,"['pm', 'maduro', 'ahora', 'vamos', 'iniciar', 'clases', 'presenciales']"
"5:50 pm | Maduro: Hay activar los filtros en los comercios, todo eso se relajó","['pm', 'maduro', 'activar', 'filtros', 'comercios', 'relajó']"
"5:41 pm | Maduro: La Semana Santa será de cuarentena radical, dos semanas continuas de cuarentena radial.","['pm', 'maduro', 'semana', 'santa', 'cuarentena', 'radical', 'dos', 'semanas', 'continuas', 'cuarentena', 'radial']"
"5:24 pm | Maduro: La variante originada en Brasil ha llegado a Anzoátegui, Monagas y Guárico. Detectamos un caso en Mérida.","['pm', 'maduro', 'variante', 'originada', 'brasil', 'llegado', 'anzoátegui', 'monagas', 'guárico', 'detectamos', 'caso', 'mérida']"
¿Cómo habrá variado la positividad o el número de pruebas PCR en los últimos días con respecto a hoy?  No lo sabemos,"['¿cómo', 'variado', 'positividad', 'número', 'pruebas', 'pcr', 'últimos', 'días', 'respecto', 'hoy', 'sabemos']"
@LuuSalomon @Ptfrozen @Naldoxx @GaboDominguezC @ap_yang @prodavinci @juliocastrom  https://t.co/k8hFbYI9Q9,"['luusalomon', 'ptfrozen', 'naldoxx', 'gabodominguezc', 'ap', 'yang', 'prodavinci', 'juliocastrom']"
"8:45 pm | Delcy Rodríguez: Mañana, la Comisión Presidencial sostendrá reuniones para formular recomendaciones al jefe de Estado para que se dirija al país en las siguientes horas.","['pm', 'delcy', 'rodríguez', 'mañana', 'comisión', 'presidencial', 'sostendrá', 'reuniones', 'formular', 'recomendaciones', 'jefe', 'dirija', 'país', 'siguientes', 'horas']"
Cuando usas Internet Explorer,"['usas', 'internet', 'explorer']"
"@katuketi Quién lo diría, una extrañeza","['katuketi', 'quién', 'diría', 'extrañeza']"
"8:40 pm | Caracas, Miranda y Vargas reportaron 446 nuevos casos confirmados en las últimas 24 horas.","['pm', 'caracas', 'miranda', 'vargas', 'reportaron', 'nuevos', 'casos', 'confirmados', 'últimas', 'horas']"
8:38 pm| Delcy Rodríguez anuncia 931 casos comunitarios. La media de los últimos siete días era 561 casos diarios.,"['pm', 'delcy', 'rodríguez', 'anuncia', 'casos', 'comunitarios', 'media', 'últimos', 'siete', 'días', 'casos', 'diarios']"
8:35 pm | Delcy Rodríguez: Debemos anunciar que ha iniciado una nueva ola más virulenta que la ocurrida en agosto y septiembre,"['pm', 'delcy', 'rodríguez', 'debemos', 'anunciar', 'iniciado', 'nueva', 'ola', 'virulenta', 'ocurrida', 'agosto', 'septiembre']"
"Alemania, Francia, Italia y España han ordenado reanudar la vacunación con AstraZeneca","['alemania', 'francia', 'italia', 'españa', 'ordenado', 'reanudar', 'vacunación', 'astrazeneca']"
Agencia Europea de Medicamentos: “El covid-19 provoca problemas de coagulación y puede ser fatal (…) los beneficios de la vacuna para combatir la amenaza aún generalizada del covid-19 continúan superando el riesgo de efectos secundarios”,"['agencia', 'europea', 'medicamentos', 'covid', 'provoca', 'problemas', 'coagulación', 'puede', 'ser', 'fatal', 'beneficios', 'vacuna', 'combatir', 'amenaza', 'aún', 'generalizada', 'covid', 'continúan', 'superando', 'riesgo', 'efectos', 'secundarios”']"
Agencia Europea de Medicamentos sobre la vacuna de AstraZeneca y los eventos trombóticos: “La vacuna no está asociada a un aumento del riesgo de coágulos en quienes la reciben”,"['agencia', 'europea', 'medicamentos', 'vacuna', 'astrazeneca', 'eventos', 'trombóticos', 'vacuna', 'asociada', 'aumento', 'riesgo', 'coágulos', 'reciben”']"
"Italia, España y Francia ordenaron reanudar la vacunación con AstraZeneca","['italia', 'españa', 'francia', 'ordenaron', 'reanudar', 'vacunación', 'astrazeneca']"
Agencia Europea de Medicamentos luego del análisis de eventos trombóticos: “La vacuna de AstraZeneca es efectiva y segura”,"['agencia', 'europea', 'medicamentos', 'luego', 'análisis', 'eventos', 'trombóticos', 'vacuna', 'astrazeneca', 'efectiva', 'segura”']"
"Agencia Europea de Medicamentos sobre eventos con la vacuna de AstraZeneca: “No hay indicios de que la vacunación haya causado estas afecciones""","['agencia', 'europea', 'medicamentos', 'eventos', 'vacuna', 'astrazeneca', 'indicios', 'vacunación', 'causado', 'afecciones']"
@IvanEReyes @SaraCosco Hay que pasarle el chis por el pelo a alguien porque allí hay plata,"['ivanereyes', 'saracosco', 'pasarle', 'chis', 'pelo', 'alguien', 'allí', 'plata']"
8:51 pm | Delcy Rodríguez: Hemos decidido no aprobar la vacuna de AstraZeneca en territorio venezolano,"['pm', 'delcy', 'rodríguez', 'decidido', 'aprobar', 'vacuna', 'astrazeneca', 'territorio', 'venezolano']"
@ajcaleca @anaisabelperezr Debe ser la vacuna Sinopharm que es china. Es la única que han anunciado en Venezuela además de la Sputnik V.,"['ajcaleca', 'anaisabelperezr', 'debe', 'ser', 'vacuna', 'sinopharm', 'china', 'única', 'anunciado', 'venezuela', 'además', 'sputnik']"
"6:30 pm | Maduro anuncia una flexibilización parcial y un “cerco sanitario” en Distrito Capital, Miranda, Vargas y Bolívar","['pm', 'maduro', 'anuncia', 'flexibilización', 'parcial', 'cerco', 'sanitario”', 'distrito', 'capital', 'miranda', 'vargas', 'bolívar']"
6:22 pm | Delcy Rodríguez informa que han secuenciado 56 casos confirmados de covid-19 con la variante P1 originada en Brasil.,"['pm', 'delcy', 'rodríguez', 'informa', 'secuenciado', 'casos', 'confirmados', 'covid', 'variante', 'originada', 'brasil']"
"6:09 pm | Maduro lee informe del Ministerio de Salud que recomienda mantener la cuarentena en Miranda, Distrito Capital, Vargas y Bolívar por la variante P1","['pm', 'maduro', 'lee', 'informe', 'ministerio', 'salud', 'recomienda', 'mantener', 'cuarentena', 'miranda', 'distrito', 'capital', 'vargas', 'bolívar', 'variante']"
"2:00 pm | Astrazeneca informa que la incidencia de 37 eventos trombóticos entre los 17 millones de vacunados incluso es inferior a la esperada para esa cantidad de personas, si estas no se hubiesen vacunado  https://t.co/Q1MRY6k3Ua","['pm', 'astrazeneca', 'informa', 'incidencia', 'eventos', 'trombóticos', 'millones', 'vacunados', 'incluso', 'inferior', 'esperada', 'cantidad', 'personas', 'si', 'vacunado']"
@Naky Ofensivo,"['naky', 'ofensivo']"
