tweet,tweet_tokenized
@jmbckt1 na,"['jmbckt', 'na']"
tutorial de cómo dejar de llorar como una desgraciada,"['tutorial', 'cómo', 'dejar', 'llorar', 'desgraciada']"
por qué las cosas tienen que ser tan difíciles,"['cosas', 'ser', 'tan', 'difíciles']"
mátenme,['mátenme']
"por más que quieras a una persona hay que aceptar que a veces no funciona y esta bien, no pasa nada","['quieras', 'persona', 'aceptar', 'veces', 'funciona', 'bien', 'pasa']"
será que lo mejor es lo que pasa?,"['mejor', 'pasa']"
🤯,[]
"y aunque no le leas nunca, te amo con mi vida","['aunque', 'leas', 'nunca', 'amo', 'vida']"
a veces amamos cosas imposibles,"['veces', 'amamos', 'cosas', 'imposibles']"
no tuve la suerte de ser lesbiana,"['suerte', 'ser', 'lesbiana']"
@RRedReddington_ tu amigo es un aburrido lol,"['rredreddington', 'amigo', 'aburrido', 'lol']"
la gente sigue subiendo fotos en granier y yo no entiendo si todo ahí sabe a culo,"['gente', 'sigue', 'subiendo', 'fotos', 'granier', 'entiendo', 'si', 'ahí', 'sabe', 'culo']"
miren pero no me emocionen y después desaparezcan nojoda,"['miren', 'emocionen', 'después', 'desaparezcan', 'nojoda']"
@magalystika yo,['magalystika']
@magalystika a que te secuestro,"['magalystika', 'secuestro']"
"yo tengo ganas de partirme la cara así que me baño, me maquillo y me voy CHAO","['ganas', 'partirme', 'cara', 'así', 'baño', 'maquillo', 'voy', 'chao']"
MEGAS MUETOS,"['megas', 'muetos']"
@gabrielvalladb ahora megas muetos,"['gabrielvalladb', 'ahora', 'megas', 'muetos']"
se fue otra vez el internet alguien máteme,"['vez', 'internet', 'alguien', 'máteme']"
q fin de semana de mierdinson,"['fin', 'semana', 'mierdinson']"
@Oriana_smg pa donde si no hay nada🤡,"['oriana', 'smg', 'pa', 'si', 'nada🤡']"
"ok me acaban de escribir preguntándome que qué voy a hacer hoy y yo estoy tipo, mira lógicamente nada sabeszzz  https://t.co/VumXvhtkCn","['ok', 'acaban', 'escribir', 'preguntándome', 'voy', 'hacer', 'hoy', 'tipo', 'mira', 'lógicamente', 'sabeszzz']"
a dónde vamos a lokiar,"['dónde', 'vamos', 'lokiar']"
@evilabm realmente agotador jajajaja,"['evilabm', 'realmente', 'agotador', 'jajajaja']"
"terminé mi trabajo por hoy, me siento realizada AHOEA SI INVÍTENME","['terminé', 'trabajo', 'hoy', 'siento', 'realizada', 'ahoea', 'si', 'invítenme']"
deja de usar la palabra sacrificio y utiliza esfuerzo,"['deja', 'usar', 'palabra', 'sacrificio', 'utiliza', 'esfuerzo']"
en qué me convertí?  https://t.co/6kHNVsm21l,['convertí']
ok estoy q me muero de lo mamada q toy,"['ok', 'muero', 'mamada', 'toy']"
la verdadera pregunta es: por que coño la semana que viene no me voy a tucacas,"['verdadera', 'pregunta', 'coño', 'semana', 'viene', 'voy', 'tucacas']"
@ml_guillot toy chikita,"['ml', 'guillot', 'toy', 'chikita']"
yo solo les digo que para el año que viene tengo mi carro  DECLARADO.,"['solo', 'digo', 'año', 'viene', 'carro', 'declarado']"
soda stereo es mi religión,"['soda', 'stereo', 'religión']"
"gracias, gracias y gracias diosito y universo❤️⚡️","['gracias', 'gracias', 'gracias', 'diosito', 'universo❤️⚡️']"
@fiorellaagb0 no entiendo xq,"['fiorellaagb', 'entiendo', 'xq']"
tengo un dolor de cabeza hijo de su mamá,"['dolor', 'cabeza', 'hijo', 'mamá']"
POTEADO,['poteado']
ig está portado?,"['ig', 'portado']"
@Pierocasablanca lo amo jajajajaj,"['pierocasablanca', 'amo', 'jajajajaj']"
no se sienten como que demasiado cansados???,"['sienten', 'demasiado', 'cansados']"
naguara de día,"['naguara', 'día']"
"@marianiticaa mi sentido pésame, mucha fuerza para ti y tu familia❤","['marianiticaa', 'pésame', 'mucha', 'fuerza', 'familia❤']"
@cricridominguez BELLA,"['cricridominguez', 'bella']"
@janiceportes blancoooooo,"['janiceportes', 'blancoooooo']"
@ColoSanchez1 no puedo escribirte al dm :(,"['colosanchez', 'puedo', 'escribirte', 'dm']"
se los juro que estaba trabajando  https://t.co/BiB3d8bnbV,"['juro', 'trabajando']"
"@Daniel_Branco99 bueno, cual es el peo","['daniel', 'branco', 'bueno', 'peo']"
coño cómo no tengo a esta profesora al frente pa meterle un coquito,"['coño', 'cómo', 'profesora', 'frente', 'pa', 'meterle', 'coquito']"
"soy una de las pocas mujeres que no tiene sexto sentido, ke hago","['pocas', 'mujeres', 'sexto', 'ke', 'hago']"
quiero un bucket hat,"['quiero', 'bucket', 'hat']"
2 am y no dejo de pensar que quiero comprarme un blazer,"['am', 'dejo', 'pensar', 'quiero', 'comprarme', 'blazer']"
les gou to de bish,"['gou', 'to', 'bish']"
quiero un vestido amarillo,"['quiero', 'vestido', 'amarillo']"
deberíamos hacer una fiesta temática,"['deberíamos', 'hacer', 'fiesta', 'temática']"
QUIEN PAAAAA  https://t.co/7RZlcjwboV,['paaaaa']
estoy considerando hacerme un tatuaje de la la land,"['considerando', 'hacerme', 'tatuaje', 'land']"
it’s over,"['it’s', 'over']"
@fiorellaagb0 por que no existi en esa época,"['fiorellaagb', 'existi', 'época']"
qué vaina más buena ajajajkajajaj,"['vaina', 'buena', 'ajajajkajajaj']"
@fiorellaagb0 ñam,"['fiorellaagb', 'ñam']"
mi forro en cuestión  https://t.co/DXYZYXHzZA,"['forro', 'cuestión']"
@fiorellaagb0 quiero probarte,"['fiorellaagb', 'quiero', 'probarte']"
@enriquemarch si,"['enriquemarch', 'si']"
será malo a esta hora cenar chistris?,"['malo', 'hora', 'cenar', 'chistris']"
@fiorellaagb0,['fiorellaagb']
dios mío xfabo dame una playa en la guaira que no tenga olas ni gente,"['dios', 'xfabo', 'dame', 'playa', 'guaira', 'olas', 'gente']"
@fiorellaagb0 bien q te invito y me rebotas🤡,"['fiorellaagb', 'bien', 'invito', 'rebotas🤡']"
me provoca bloquearte por bruja,"['provoca', 'bloquearte', 'bruja']"
@apmoram holaa no te puedo mandar dm,"['apmoram', 'holaa', 'puedo', 'mandar', 'dm']"
por qué no me puede llegar del cielo un pote de helado?,"['puede', 'llegar', 'cielo', 'pote', 'helado']"
helao y brauni,"['helao', 'brauni']"
ayuda agárrenme que me muero  https://t.co/qcXRmSVOjq,"['ayuda', 'agárrenme', 'muero']"
plox  https://t.co/2QNNCHKMCM,['plox']
@valgoncalvesss  https://t.co/sdguYZCNSy,['valgoncalvesss']
quejesto nueva yol????,"['quejesto', 'nueva', 'yol']"
VOLVIÓ EL INTERNET,"['volvió', 'internet']"
no tengo internet ayuda alguien q me adopte hago empanadas ricas,"['internet', 'ayuda', 'alguien', 'adopte', 'hago', 'empanadas', 'ricas']"
"ok tengo que trabajar y no tengo internet, a esto lo llamo el verdadero venequismo","['ok', 'trabajar', 'internet', 'llamo', 'verdadero', 'venequismo']"
la gente está demente omg superen mi época loca de bachillerato dios no me persigan más,"['gente', 'demente', 'omg', 'superen', 'época', 'loca', 'bachillerato', 'dios', 'persigan']"
arrecha  https://t.co/UHDnGAfvgk,['arrecha']
@_daniellaferrer DIOS SI,"['daniellaferrer', 'dios', 'si']"
pero por qué me amargas el día,"['amargas', 'día']"
yo,[]
@valen2c tunnel,"['valen', 'tunnel']"
@samuelnotienetw me lo debes,"['samuelnotienetw', 'debes']"
@pizpafun @mijevonotienetwitter,"['pizpafun', 'mijevonotienetwitter']"
si o que  https://t.co/TM7TZvPyXS,['si']
mentira solo sé hacer pasta,"['mentira', 'solo', 'sé', 'hacer', 'pasta']"
@fuckinluigi ay dio,"['fuckinluigi', 'ay', 'dio']"
me arreglo cabello pa no estar triste,"['arreglo', 'cabello', 'pa', 'triste']"
@fuckinluigi no te devuelves a tu casa,"['fuckinluigi', 'devuelves', 'casa']"
@Villxlobxs el sugar soy yo misma reventándome el culo jajajajaj,"['villxlobxs', 'sugar', 'misma', 'reventándome', 'culo', 'jajajajaj']"
somos 65 y hay 10 en la clase🤡,['clase🤡']
"me compré una cama, me siento como una señora de 60 años  ya hago sopa","['compré', 'cama', 'siento', 'señora', 'años', 'hago', 'sopa']"
@evilabm 🥸,['evilabm']
@calderonsin  https://t.co/lxmXBcHSaw,['calderonsin']
buenas noches poliedro,"['buenas', 'noches', 'poliedro']"
TERMINEEEE,['termineeee']
"COÑO ESTO ES MEJOR QUE EL SALTO ÁNGEL, LA CACHAPA Y OSMEL SOUSA JUNTOS","['coño', 'mejor', 'salto', 'ángel', 'cachapa', 'osmel', 'sousa', 'juntos']"
@DnnGrsle será pa que raspe,"['dnngrsle', 'pa', 'raspe']"
"ayuda qué hago con estas ganas de lanzarme un karaoke de somos tú y yo, pero tener tarea hasta el techo pq no hice nada el fin de semana","['ayuda', 'hago', 'ganas', 'lanzarme', 'karaoke', 'tener', 'tarea', 'techo', 'pq', 'hice', 'fin', 'semana']"
@fuckinluigi tamos igual,"['fuckinluigi', 'tamos', 'igual']"
@ruizluisalejan1 ño,"['ruizluisalejan', 'ño']"
@flautistamococh ño,"['flautistamococh', 'ño']"
yo como que adopto un perro,"['adopto', 'perro']"
PERO POR AUE PONEN LA UNO VALE  después quien saca 20 en escénica por mi nojoda,"['aue', 'ponen', 'vale', 'después', 'saca', 'escénica', 'nojoda']"
igual haré la dos pero ok,"['igual', 'haré', 'dos', 'ok']"
"yo debería estar leyéndome una verga más aburrida ahí, pero tengo sueño","['debería', 'leyéndome', 'verga', 'aburrida', 'ahí', 'sueño']"
outfit para grabar un video  https://t.co/2tQPdW0jUs,"['outfit', 'grabar', 'video']"
@angellaturfi pa la próxima rumba me lo hago fijo,"['angellaturfi', 'pa', 'próxima', 'rumba', 'hago', 'fijo']"
YA NO QUIERO JUGAR A LA UNIVERSIDAD,"['quiero', 'jugar', 'universidad']"
mi primer tiktok no sé qué hago   https://t.co/9S3fDX8eP9  síganme: isabellaaloha  https://t.co/C5xVpBOMo4,"['primer', 'tiktok', 'sé', 'hago', 'síganme', 'isabellaaloha']"
@valen2c literal,"['valen', 'literal']"
@litangelus que,['litangelus']
"coño, quiero","['coño', 'quiero']"
alguien sabe como cambiarle el tamaño a un video en imovie,"['alguien', 'sabe', 'cambiarle', 'tamaño', 'video', 'imovie']"
@Oriana_smg me hice el mochamiento,"['oriana', 'smg', 'hice', 'mochamiento']"
isabella: es buena idea cortarse el cabello uno solo  isabella 2 segundos después:  https://t.co/hginRQ3ZhV,"['isabella', 'buena', 'idea', 'cortarse', 'cabello', 'solo', 'isabella', 'segundos', 'después']"
cada vez que me baño me hace daño por eso me baño una vez al año   TEMAZO,"['cada', 'vez', 'baño', 'hace', 'daño', 'baño', 'vez', 'año', 'temazo']"
@karenrequena me mori con esto alo jajajajajjaja,"['karenrequena', 'mori', 'alo', 'jajajajajjaja']"
@georgndrw user ajjaja,"['georgndrw', 'user', 'ajjaja']"
@georgndrw pasa suerte,"['georgndrw', 'pasa', 'suerte']"
quiero pizza carbonara de sótano,"['quiero', 'pizza', 'carbonara', 'sótano']"
@SpgFreddy  https://t.co/r1vXAjyji1,['spgfreddy']
el clima lluvioso me pone tirste,"['clima', 'lluvioso', 'pone', 'tirste']"
me descargué tiktok y no me gusta esa verga,"['descargué', 'tiktok', 'gusta', 'verga']"
@biancadeese yes it is,"['biancadeese', 'yes', 'it', 'is']"
yo solo estoy esperando que me digan VÍSTETE Q VAMOS A LA PLAYA,"['solo', 'esperando', 'digan', 'vístete', 'vamos', 'playa']"
domingo con d de no quiero hacer tarea coño,"['domingo', 'quiero', 'hacer', 'tarea', 'coño']"
csm ya mañana es domingo otra vez,"['csm', 'mañana', 'domingo', 'vez']"
@finallyblonde yo,['finallyblonde']
no les encantaría viajar a un momento de su vida y repetirlo mil veces más?,"['encantaría', 'viajar', 'momento', 'vida', 'repetirlo', 'mil', 'veces']"
@andreebmor cool  https://t.co/R2U1i3PYn2,"['andreebmor', 'cool']"
yo viendo puros tweets de messi sin entender nada  https://t.co/69DNKA3D6U,"['viendo', 'puros', 'tweets', 'messi', 'entender']"
estoy cansada de la universidad ayuda,"['cansada', 'universidad', 'ayuda']"
hoy  https://t.co/RoF7EGKqwA,['hoy']
@georgndrw increíble ajjajajajak,"['georgndrw', 'increíble', 'ajjajajajak']"
odio amanecer,"['odio', 'amanecer']"
marico wtf la gente,"['marico', 'wtf', 'gente']"
@Cripisitoo @luisanay20 qué choque cultural chico tas loco,"['cripisitoo', 'luisanay', 'choque', 'cultural', 'chico', 'tas', 'loco']"
@valen2c cualess,"['valen', 'cualess']"
pensando en los tequeños de 360,"['pensando', 'tequeños']"
me muero de amor,"['muero', 'amor']"
@nancyyymc jajajajajaj a,"['nancyyymc', 'jajajajajaj']"
adivinen quién yo se va a gastar todos su ahorros (20$) en chucherias  https://t.co/iLPlaQGVo6,"['adivinen', 'quién', 'va', 'gastar', 'ahorros', 'chucherias']"
quiero,['quiero']
"@finallyblonde igual no podia,pero coño invítame","['finallyblonde', 'igual', 'podia', 'coño', 'invítame']"
"@danielapamela22 chama, algo me dice que van a usar paraguas y esto va pa largo","['danielapamela', 'chama', 'dice', 'van', 'usar', 'paraguas', 'va', 'pa', 'largo']"
"@migurtcita YOOYOYO vivo en montalban y ni así pude ir, queda llorar :)","['migurtcita', 'yooyoyo', 'vivo', 'montalban', 'así', 'pude', 'ir', 'queda', 'llorar']"
yo sufriendo porque no puedo salir a comprarme mis cheeztris porque el koki me mata  valeria en usa preguntando cómo estoy:  https://t.co/06N6Ox2cDB,"['sufriendo', 'puedo', 'salir', 'comprarme', 'cheeztris', 'koki', 'mata', 'valeria', 'usa', 'preguntando', 'cómo']"
@biancadeese yo quiero ir a comprar chucherias o termino de caer en depresión gracias al koki,"['biancadeese', 'quiero', 'ir', 'comprar', 'chucherias', 'termino', 'caer', 'depresión', 'gracias', 'koki']"
"me voy de twitter porque me pone triste, chao","['voy', 'twitter', 'pone', 'triste', 'chao']"
yo creo que con una bolsa de cheeztris se me quita la depresión,"['creo', 'bolsa', 'cheeztris', 'quita', 'depresión']"
@andreaansr  https://t.co/MypVCorWxo,['andreaansr']
si me pasó,"['si', 'pasó']"
ok esta gente todavía se está cayendo a tiros pues,"['ok', 'gente', 'todavía', 'cayendo', 'tiros', 'pues']"
@Lggr2000 q si no,"['lggr', 'si']"
YA ESTAMOS VACUNADAS MI VENEZUELAAA,"['vacunadas', 'venezuelaaa']"
@messtor hola,"['messtor', 'hola']"
llegué como que tarde,"['llegué', 'tarde']"
 https://t.co/sDjsVBStTA,[]
ok me estoy durmiendo,"['ok', 'durmiendo']"
❤️  https://t.co/kiStCNEAvW,['❤️']
"hola, hoy sí","['hola', 'hoy']"
@PenelopeAlmeida literalmente yo,"['penelopealmeida', 'literalmente']"
yo,[]
todo el mundo está hablando de messi y es un buen momento para recordar a messichiquito  https://t.co/99aBZfYkY8,"['mundo', 'hablando', 'messi', 'buen', 'momento', 'recordar', 'messichiquito']"
"@flautistamococh algo de lo que nadie habla y tanto que opinar, de verdad","['flautistamococh', 'nadie', 'habla', 'opinar', 'verdad']"
@valgoncalvesss BELLAAA,"['valgoncalvesss', 'bellaaa']"
a  https://t.co/6M2MsBRsRL,[]
si,['si']
@Leoaristigueta ZI,"['leoaristigueta', 'zi']"
"@gaabccs chama bello, estoy obsesionada","['gaabccs', 'chama', 'bello', 'obsesionada']"
por qué nadie habla de explotación moderna llamada pasantías? :),"['nadie', 'habla', 'explotación', 'moderna', 'llamada', 'pasantías']"
dios,['dios']
@geralsotillo si lo esperas no va a llegar entonces  a surfear mami rika,"['geralsotillo', 'si', 'esperas', 'va', 'llegar', 'entonces', 'surfear', 'mami', 'rika']"
TAKA,['taka']
"me dio la fiebre de TIROTEO  la canción, no el taka taza taka","['dio', 'fiebre', 'tiroteo', 'canción', 'taka', 'taza', 'taka']"
@Andresoto15 COÑO ESE ME GUSTA MUCHO AMOR,"['andresoto', 'coño', 'gusta', 'amor']"
mi nombre es ni se quien soy pue,"['nombre', 'pue']"
isabella:😳👀🧐😯😴 isa:🤩🥰😛🤪😍 isabellaaloha:🤘🏼😎🤓🤠🥳🤡  mrk ya no tengo apodos,"['isabella', '😳👀🧐😯😴', 'isa', '🤩🥰😛🤪😍', 'isabellaaloha', '🤘🏼😎🤓🤠🥳🤡', 'mrk', 'apodos']"
MI NIÑA ERES LA PROTA DE MIS CSNCIONWS TRISTDEEDS,"['niña', 'prota', 'csncionws', 'tristdeeds']"
"hay gente que pone su feed de ig aquí y pregunta a qué huele  me provoca decirles que a culo, pero coño, la mamagueva","['gente', 'pone', 'feed', 'ig', 'aquí', 'pregunta', 'huele', 'provoca', 'decirles', 'culo', 'coño', 'mamagueva']"
@gaabccs huele durísimo  a protector solar aaaa,"['gaabccs', 'huele', 'durísimo', 'protector', 'solar', 'aaaa']"
@PintandoToninas ya va quee que sale contigo y lleva a los papás?😳,"['pintandotoninas', 'va', 'quee', 'sale', 'contigo', 'lleva', 'papás']"
que si voy a ver otra vez élite por pol granch?  SÍ,"['si', 'voy', 'ver', 'vez', 'élite', 'pol', 'granch']"
soy fan de las historias de jose rafael guzman,"['fan', 'historias', 'jose', 'rafael', 'guzman']"
este profesor si jode marico lo voy a acuchillar  es mentira no voy a acuchillar a nadie,"['profesor', 'si', 'jode', 'marico', 'voy', 'acuchillar', 'mentira', 'voy', 'acuchillar', 'nadie']"
saber la diferencia entre tener paciencia y perder el tiempo,"['saber', 'diferencia', 'tener', 'paciencia', 'perder', 'tiempo']"
la gata mía  https://t.co/iwhdBeLfKS,['gata']
por qué no estoy en la playa hoy,"['playa', 'hoy']"
@ml_guillot  https://t.co/5WPnR29UCW,"['ml', 'guillot']"
@gaabccs shi🥺,"['gaabccs', 'shi🥺']"
BABONI BEIBE BB,"['baboni', 'beibe', 'bb']"
@ruizluisalejan1 te quiero lui🥺❤️ai mis yu,"['ruizluisalejan', 'quiero', 'lui🥺❤️ai', 'yu']"
el pelo no se me quitaba de la cara y bueno  https://t.co/maNcXeKHLm,"['pelo', 'quitaba', 'cara', 'bueno']"
@Cripisitoo que sera,"['cripisitoo', 'sera']"
estoy de luto pq eliminé spotify,"['luto', 'pq', 'eliminé', 'spotify']"
@flautistamococh la trasquilé,"['flautistamococh', 'trasquilé']"
yo solo veo una yuca,"['solo', 'veo', 'yuca']"
acabo de asesinar a una chaqueta de jean  soy fashionista  https://t.co/Ki7lhWF6rl,"['acabo', 'asesinar', 'chaqueta', 'jean', 'fashionista']"
qué vintage criticar a las mujeres,"['vintage', 'criticar', 'mujeres']"
hola si buenos días hoy me desperté con dolor de patas,"['hola', 'si', 'buenos', 'días', 'hoy', 'desperté', 'dolor', 'patas']"
@magalystika 987 algo asiii,"['magalystika', 'asiii']"
@PintandoToninas @JaaviieerGcruuz loko,"['pintandotoninas', 'jaaviieergcruuz', 'loko']"
THIS,['this']
@fiorellaagb0 todo mal,"['fiorellaagb', 'mal']"
"ayer me puse a llorar al frente de un poco de gente, ya no me da vergüenza nada","['ayer', 'puse', 'llorar', 'frente', 'gente', 'da', 'vergüenza']"
no pq ai covi  https://t.co/wZ20HGlzOs,"['pq', 'ai', 'covi']"
esta creo que era mi señal,"['creo', 'señal']"
@Lggr2000 no es el caso jajajakak,"['lggr', 'caso', 'jajajakak']"
dios no me puede mandar una señal para que me diga qué carajo hacer?????????,"['dios', 'puede', 'mandar', 'señal', 'diga', 'carajo', 'hacer']"
@IThinkIsBuda MIGUEL TU ME PUESDES ESCRIBIF A LA HORA QUE QUIERAS,"['ithinkisbuda', 'miguel', 'puesdes', 'escribif', 'hora', 'quieras']"
wtf todo el mundo como que de 4-5 se apaga,"['wtf', 'mundo', 'apaga']"
@valgoncalvesss AAAAA SII,"['valgoncalvesss', 'aaaaa', 'sii']"
yo escogí mi primera concentración 🥳🥳  A QUIÉN VEO EN MERCADEO,"['escogí', 'primera', 'concentración', '🥳🥳', 'quién', 'veo', 'mercadeo']"
@fiorellaagb0 no vea okei,"['fiorellaagb', 'vea', 'okei']"
@marianaggz podemos ser twins siiii por fa,"['marianaggz', 'podemos', 'ser', 'twins', 'siiii', 'fa']"
QUE VIVA EL SALTO ANGEL EL AVILA EL TODDY LA HALLACA Y THE GOOD PLACE,"['viva', 'salto', 'angel', 'avila', 'toddy', 'hallaca', 'the', 'good', 'place']"
@somephelan feliz cumplee💡,"['somephelan', 'feliz', 'cumplee💡']"
bueno yo voy a ser cm de KFC venezuela,"['bueno', 'voy', 'ser', 'cm', 'kfc', 'venezuela']"
vivir conmigo,"['vivir', 'conmigo']"
crack,['crack']
a ratatouille se le fue la mano,"['ratatouille', 'mano']"
me encanta silenciar gente en tw,"['encanta', 'silenciar', 'gente', 'tw']"
alégrense la semana,"['alégrense', 'semana']"
"desde hoy usaré la grosería ""traga leche piche""","['hoy', 'usaré', 'grosería', 'traga', 'leche', 'piche']"
nueva meta desbloqueada,"['nueva', 'meta', 'desbloqueada']"
@georgndrw es como un Simpson calvo,"['georgndrw', 'simpson', 'calvo']"
"sendo palo de agua, ahora sí se me va ir el wifi","['sendo', 'palo', 'agua', 'ahora', 'va', 'ir', 'wifi']"
"@Leoaristigueta yo creo que estamos en una película de terror, más acorde jajakakaj","['leoaristigueta', 'creo', 'película', 'terror', 'acorde', 'jajakakaj']"
"en otras noticias, creo que me quemé la cara con el peróxido de benzoilo, ahora tengo puesta una verga y que manteca de karite  soy una principiante en el eskinker","['noticias', 'creo', 'quemé', 'cara', 'peróxido', 'benzoilo', 'ahora', 'puesta', 'verga', 'manteca', 'karite', 'principiante', 'eskinker']"
@ayymariquitaa somos ese carajo ajjsjsjj,"['ayymariquitaa', 'carajo', 'ajjsjsjj']"
"@ayymariquitaa yo vivo en montalbronx, dónde vives tuu","['ayymariquitaa', 'vivo', 'montalbronx', 'dónde', 'vives', 'tuu']"
naguara de rayo chico,"['naguara', 'rayo', 'chico']"
yo hace un mes y toy más feliz,"['hace', 'mes', 'toy', 'feliz']"
"no esperen por nadie para hacer sus cosas, háganlas ustedes mismos y yaa","['esperen', 'nadie', 'hacer', 'cosas', 'háganlas', 'ustedes', 'mismos', 'yaa']"
A,[]
"@peklemencia agarrarse a tres jevos en una rumba, sí","['peklemencia', 'agarrarse', 'tres', 'jevos', 'rumba']"
no me escriban para tarea después de las 7 pm chao,"['escriban', 'tarea', 'después', 'pm', 'chao']"
@PenelopeAlmeida garsia dios,"['penelopealmeida', 'garsia', 'dios']"
era un rayo gracias la gerencia,"['rayo', 'gracias', 'gerencia']"
Q SERA,['sera']
ESTOY CAGADA EN LA MADREWEEEE acaba de salir como un flash de la nada de mi ventana y no se si es un rayo o un acosador de niñas,"['cagada', 'madreweeee', 'acaba', 'salir', 'flash', 'ventana', 'si', 'rayo', 'acosador', 'niñas']"
SILENCIO BRUNO,"['silencio', 'bruno']"
@evilabm ai,"['evilabm', 'ai']"
@clauuabreu jajsjsjsjsksksja nooo y poscas,"['clauuabreu', 'jajsjsjsjsksksja', 'nooo', 'poscas']"
de tanto tomar refresco me muero o me sale una celulitis del carajo,"['tomar', 'refresco', 'muero', 'sale', 'celulitis', 'carajo']"
confirmen si sus mamás tampoco saben decir podcast,"['confirmen', 'si', 'mamás', 'tampoco', 'saben', 'decir', 'podcast']"
vean esto de pana jajajajajak,"['vean', 'pana', 'jajajajajak']"
marico me morí con el nuevo episodio de jasyneisser kaksjsjsjsjjsjs,"['marico', 'morí', 'nuevo', 'episodio', 'jasyneisser', 'kaksjsjsjsjjsjs']"
"voy a comenzar a ver skins, again","['voy', 'comenzar', 'ver', 'skins', 'again']"
@janiceportes aro,"['janiceportes', 'aro']"
@georgndrw JORGE TE AMO AKAJAKAJJSJAJ,"['georgndrw', 'jorge', 'amo', 'akajakajjsjaj']"
día de quincena es  https://t.co/366Lk3z29P,"['día', 'quincena']"
@magalystika nojoa,"['magalystika', 'nojoa']"
manifestando,['manifestando']
@araitzzz @Anabellabolivar can'tv,"['araitzzz', 'anabellabolivar', 'can', 'tv']"
@magalystika fuente de chocolate,"['magalystika', 'fuente', 'chocolate']"
kfc me entiende,"['kfc', 'entiende']"
@magalystika queeee que feo,"['magalystika', 'queeee', 'feo']"
me haría feliz un jolichicken en este momento,"['haría', 'feliz', 'jolichicken', 'momento']"
estoy a nada de adoptar un perro  https://t.co/bfCOaGMzko,"['adoptar', 'perro']"
@gldndesert91 @Soydesireelugo esto es lo mejor que leí hoy ajajajajjqj,"['gldndesert', 'soydesireelugo', 'mejor', 'leí', 'hoy', 'ajajajajjqj']"
@marianaggz kiero b,"['marianaggz', 'kiero']"
cuando te cansas ya no hay vuelta atrás,"['cansas', 'vuelta', 'atrás']"
hola quien sabe donde puedo pedir un helado a esta hora,"['hola', 'sabe', 'puedo', 'pedir', 'helado', 'hora']"
 https://t.co/U6BqIP7BiS vayan a darle amor pues,"['vayan', 'darle', 'amor', 'pues']"
soy una excelente cm  @thundermerch  https://t.co/0RjNqcIQc2,"['excelente', 'cm', 'thundermerch']"
AY MARICO CALLATE,"['ay', 'marico', 'callate']"
yo desde la semana pasada,"['semana', 'pasada']"
