tweet,tweet_tokenized
Felíz martes para todos. Les deseo un día cargado de bendiciones.,"['felíz', 'martes', 'deseo', 'día', 'cargado', 'bendiciones']"
"Quienes conocimos la lealtad, el coraje, el patriotismo, el amor por la Patria y por la Guaira del GJ García Carneiro sabemos que es un ejemplo a seguir. Para la Juventud y Generaciones futuras es guía a nuestro paso.  Siempre al lado del Pdt @NicolasMaduro Vuela alto mi General!  https://t.co/e9gN5n9RKR","['conocimos', 'lealtad', 'coraje', 'patriotismo', 'amor', 'patria', 'guaira', 'gj', 'garcía', 'carneiro', 'sabemos', 'ejemplo', 'seguir', 'juventud', 'generaciones', 'futuras', 'guía', 'paso', 'siempre', 'lado', 'pdt', 'nicolasmaduro', 'vuela', 'alto', 'general']"
La Juventud Revolucionaria conciente del Momento histórico y guiado por nuestro líder de la Revolución Bolivariana @NicolasMaduro continúa y avanza hasta consolidar la Patria Bonita que Chávez y nuestro pueblo soñó.  https://t.co/Vw6mAOkJzw,"['juventud', 'revolucionaria', 'conciente', 'momento', 'histórico', 'guiado', 'líder', 'revolución', 'bolivariana', 'nicolasmaduro', 'continúa', 'avanza', 'consolidar', 'patria', 'bonita', 'chávez', 'pueblo', 'soñó']"
"Por instrucciones del Pdt  @nicolasmaduro ,junto a A/J @gestionperfecta y Ministra Mirelys Contreras se desarrolló jordana d atención integral al personal de custodia como parte de la incorporación del IX Vértice Fortalecimiento del Sistema Penitenciario en la M.Cuadrantes d Paz.  https://t.co/r4OlUA9eQU","['instrucciones', 'pdt', 'nicolasmaduro', 'junto', 'gestionperfecta', 'ministra', 'mirelys', 'contreras', 'desarrolló', 'jordana', 'atención', 'integral', 'personal', 'custodia', 'parte', 'incorporación', 'ix', 'vértice', 'fortalecimiento', 'sistema', 'penitenciario', 'cuadrantes', 'paz']"
"Humanismo, base para cumplir lo instruido por nuestro presidente @nicolasmaduro en la mejora continua de un Sistema Penitenciario garante de los Derechos Humanos. Cómo PENITENCIARISTA agradezco a Dios permitirme trabajar en esta hermosa tarea.  @delcyrodriguezv  @gestionperfecta  https://t.co/VG7u50P2G7","['humanismo', 'base', 'cumplir', 'instruido', 'presidente', 'nicolasmaduro', 'mejora', 'continua', 'sistema', 'penitenciario', 'garante', 'derechos', 'humanos', 'cómo', 'penitenciarista', 'agradezco', 'dios', 'permitirme', 'trabajar', 'hermosa', 'tarea', 'delcyrodriguezv', 'gestionperfecta']"
"Un verdadero maestro, no solo de profesión sino un maestro de vida. Conté con tu mano solidaria y por supuesto de tus enseñanzas y orientaciones.  Gracias profe! Vuela Alto Maestro! #AristobuloPorSiempre  @NicolasMaduro  @delcyrodriguezv  @gestionperfecta @nicmaduroguerra  https://t.co/XsB7HYHsHe","['verdadero', 'maestro', 'solo', 'profesión', 'sino', 'maestro', 'vida', 'conté', 'mano', 'solidaria', 'supuesto', 'enseñanzas', 'orientaciones', 'gracias', 'profe', 'vuela', 'alto', 'maestro', 'aristobuloporsiempre', 'nicolasmaduro', 'delcyrodriguezv', 'gestionperfecta', 'nicmaduroguerra']"
"Para la Juventud era más que "" el profe"" era motor de energía revolucionaria, hoy y siempre a la voz de "" VIVA LA PATRIA"" seguirá como guía en cada paso que damos!! Viva Aristóbulo!!! @NicolasMaduro  https://t.co/pVyDeIu1Ur","['juventud', 'profe', 'motor', 'energía', 'revolucionaria', 'hoy', 'siempre', 'voz', 'viva', 'patria', 'seguirá', 'guía', 'cada', 'paso', 'damos', 'viva', 'aristóbulo', 'nicolasmaduro']"
"Oposición llena de odio contra el pueblo se revuelca por las diligencias y logro de nuestro Presidente @NicolasMaduro @drodriven2 @jorgerpsuv para la compra de vacunas para la protección de nuestro pueblo. Nos mueve el AMOR, clave de nuestra victoria. #RebeldíaBicentenaria  https://t.co/UAv3zDWPh5","['oposición', 'llena', 'odio', 'pueblo', 'revuelca', 'diligencias', 'logro', 'presidente', 'nicolasmaduro', 'drodriven', 'jorgerpsuv', 'compra', 'vacunas', 'protección', 'pueblo', 'mueve', 'amor', 'clave', 'victoria', 'rebeldíabicentenaria']"
"Año Bicentenario! Año de Coraje Bolivariano! Bicentenario dónde el pueblo valiente hizo morder el polvo al imperio de turno!!! 200 años después, aquí seguimos con la dirección del presidente @NicolasMaduro defendiendo nuestra Patria libre y soberana!  #RadicalesContraLaCovid19  https://t.co/Y1XTYLJZYn","['año', 'bicentenario', 'año', 'coraje', 'bolivariano', 'bicentenario', 'dónde', 'pueblo', 'valiente', 'hizo', 'morder', 'polvo', 'imperio', 'turno', 'años', 'después', 'aquí', 'seguimos', 'dirección', 'presidente', 'nicolasmaduro', 'defendiendo', 'patria', 'libre', 'soberana', 'radicalescontralacovid']"
Todas y Todos en batalla por la verdad.  No podrán callar la verdad de nuestro pueblo.  Atent@s por todas las redes sociales de nuestro Presidente @NicolasMaduro y la primera combatiente @ConCiliaFlores   #PrevenirEsElAntídoto  https://t.co/4rydCFxDmc,"['todas', 'batalla', 'verdad', 'podrán', 'callar', 'verdad', 'pueblo', 'atent', 'todas', 'redes', 'sociales', 'presidente', 'nicolasmaduro', 'primera', 'combatiente', 'conciliaflores', 'prevenireselantídoto']"
Coraje que se multiplicó con gigantes como Chávez y guías como la suya presidente!!! #LaPrevenciónEsClave,"['coraje', 'multiplicó', 'gigantes', 'chávez', 'guías', 'presidente', 'laprevenciónesclave']"
"Mes de Victoria Popular Presidente!!! Nuestro Pueblo cargado de Fe, de esperanza y sobre todo de Amor por la Patria le acompaña en esta batalla por nuestro país. Cuenta usted con una Juventud Preparada para seguir conquistando un Futuro Victorioso!!!","['mes', 'victoria', 'popular', 'presidente', 'pueblo', 'cargado', 'fe', 'esperanza', 'amor', 'patria', 'acompaña', 'batalla', 'país', 'cuenta', 'usted', 'juventud', 'preparada', 'seguir', 'conquistando', 'futuro', 'victorioso']"
Clarita como el Agua!!!! Todos y todas como un solo equipo a seguir la ruta de nuestro Presidente @NicolasMaduro y vencer al Covid-19 por la salud y la vida de cada uno de nuestros familiares.   #SputnikVContraCovid  https://t.co/W9WtyojTSY,"['clarita', 'agua', 'todas', 'solo', 'equipo', 'seguir', 'ruta', 'presidente', 'nicolasmaduro', 'vencer', 'covid', 'salud', 'vida', 'cada', 'familiares', 'sputnikvcontracovid']"
"Es especial a quienes hoy están ligadas a nuestro sistema penitenciario, sus funcionarias, sus privadas de libertad y sus familiares que por lo general son mujeres.   A todas mi afecto y compromiso.   @nicolasmaduro  @drodriven2  @gestionperfecta @mirelct  @nicmaduroguerra  https://t.co/t2xtOloZER","['especial', 'hoy', 'ligadas', 'sistema', 'penitenciario', 'funcionarias', 'privadas', 'libertad', 'familiares', 'general', 'mujeres', 'todas', 'afecto', 'compromiso', 'nicolasmaduro', 'drodriven', 'gestionperfecta', 'mirelct', 'nicmaduroguerra']"
"Un abrazo Revolucionario a todas aquellas mujeres ejemplo de lucha, de sacrificio, de constancia, de desprendimiento, de amor profundo.   https://t.co/OZqwfilKRt  https://t.co/2zW4bXcDnn","['abrazo', 'revolucionario', 'todas', 'aquellas', 'mujeres', 'ejemplo', 'lucha', 'sacrificio', 'constancia', 'desprendimiento', 'amor', 'profundo']"
"Visita Centro Simon Bolívar, Caracas.  La Juventud construye Un Sistema Penitenciario basado en valores de solidaridad y Justicia guiados por el liderazgo del Pdte @nicolasmaduro y las orientaciones de ViceSectorial @gestionperfecta y Ministra @mirelct   https://t.co/bm0Aq97vwn  https://t.co/pKrDoh26ys","['visita', 'centro', 'simon', 'bolívar', 'caracas', 'juventud', 'construye', 'sistema', 'penitenciario', 'basado', 'valores', 'solidaridad', 'justicia', 'guiados', 'liderazgo', 'pdte', 'nicolasmaduro', 'orientaciones', 'vicesectorial', 'gestionperfecta', 'ministra', 'mirelct']"
"Despliegue CENTRO PENITENCIARIO RODEO II y III por instrucciones de nuestro Pdt @nicolasmaduro vice sectorial @gestionperfecta y Ministra @mirelct para seguir fortaleciendo la humanización de nuestro sistema penitenciario.   ""QUE SEA HUMANA LA HUMANIDAD""   https://t.co/PYn5PcsXN0  https://t.co/JP5rMgirHq","['despliegue', 'centro', 'penitenciario', 'rodeo', 'ii', 'iii', 'instrucciones', 'pdt', 'nicolasmaduro', 'vice', 'sectorial', 'gestionperfecta', 'ministra', 'mirelct', 'seguir', 'fortaleciendo', 'humanización', 'sistema', 'penitenciario', 'humana', 'humanidad']"
@queridocacao Buen día te contactamos al privado,"['queridocacao', 'buen', 'día', 'contactamos', 'privado']"
@elpatriota_23 @mirelct @Marlenycdc_ Gracias te contactamos al privado,"['elpatriota', 'mirelct', 'marlenycdc', 'gracias', 'contactamos', 'privado']"
Siguiendo las orientaciones de nuestro Presidente @NicolasMaduro la Vicepresidenta Sectorial  @gestionperfecta y Nuestra Ministra @mirelct  Se da inicio al Programa #UNLIBROPARATRANSFORMAR PARTICIPA!!!!  https://t.co/ByViZYtezP,"['siguiendo', 'orientaciones', 'presidente', 'nicolasmaduro', 'vicepresidenta', 'sectorial', 'gestionperfecta', 'ministra', 'mirelct', 'da', 'inicio', 'programa', 'unlibroparatransformar', 'participa']"
Hoy damos inicio al Programa #UnLibroparaTransformar Participa donando uno o varios libros para las personas Privadas de Libertad.  RT por favor. 😉  https://t.co/y0xQAtof9s,"['hoy', 'damos', 'inicio', 'programa', 'unlibroparatransformar', 'participa', 'donando', 'varios', 'libros', 'personas', 'privadas', 'libertad', 'rt', 'favor']"
No descansaremos hasta lograrlo.  Nos mueve un profundo espíritu de humanismo. La guía de nuestro Presidente @nicolasmaduro y su ejemplo de trabajar sin descanso por nuestro pueblo es motor de la juventud para avanzar hacia la consolidación de un Sistema Penitenciario Humanista  https://t.co/fozwwpFVl0,"['descansaremos', 'lograrlo', 'mueve', 'profundo', 'espíritu', 'humanismo', 'guía', 'presidente', 'nicolasmaduro', 'ejemplo', 'trabajar', 'descanso', 'pueblo', 'motor', 'juventud', 'avanzar', 'hacia', 'consolidación', 'sistema', 'penitenciario', 'humanista']"
"Cumpliendo instrucciones de nuestro Pdt @NicolasMaduro y nuestra Ministra @mirelct se llevo a cabo la actividad formativa ""Importancia de las elecciones del 6D y el Sistema Penitenciario"" Agradecido a @Hurtadocris31 por la invitación.  https://t.co/Vsb6kR0sPv","['cumpliendo', 'instrucciones', 'pdt', 'nicolasmaduro', 'ministra', 'mirelct', 'llevo', 'cabo', 'actividad', 'formativa', 'importancia', 'elecciones', 'sistema', 'penitenciario', 'agradecido', 'hurtadocris', 'invitación']"
"Es nuestro compromiso, como jóvenes Revolucionarios, guiados por el profundo Humanismo de nuestro presidente @nicolasmaduro seguir trabajando de manera incansable hasta consolidar la humanización de nuestras Cárceles.  https://t.co/zFHAgLYbUh  https://t.co/ybdLfzLGPp","['compromiso', 'jóvenes', 'revolucionarios', 'guiados', 'profundo', 'humanismo', 'presidente', 'nicolasmaduro', 'seguir', 'trabajando', 'manera', 'incansable', 'consolidar', 'humanización', 'cárceles']"
"Centro Penitenciario Región Andina en Mérida Nuestro compromiso como juvetud es cumplir con la Instrucción de nuestro Pdt @nicolasmaduro y @mirelct en trabajar sin descanso para seguir consolidando la humanización de nuestro Sistema Penitenciario. ""Que sea humana la humanidad""  https://t.co/ZygVP3YMzg","['centro', 'penitenciario', 'región', 'andina', 'mérida', 'compromiso', 'juvetud', 'cumplir', 'instrucción', 'pdt', 'nicolasmaduro', 'mirelct', 'trabajar', 'descanso', 'seguir', 'consolidando', 'humanización', 'sistema', 'penitenciario', 'humana', 'humanidad']"
A demostrar que somos una Patria Soberana. #VenVamosJuntos,"['demostrar', 'patria', 'soberana', 'venvamosjuntos']"
"Nuestro Revolución dirigida por nuestro líder Pdt @nicolasmaduro tiene como base el Humanismo, la solidaridad y respecto al Estado de Derecho.  Es nuestro deber seguir consolidar un Sistema Penitenciario que haga cotidiano lo establecido en el Art 272 de nuestra Constitución.  https://t.co/HaL3EpqeVS","['revolución', 'dirigida', 'líder', 'pdt', 'nicolasmaduro', 'base', 'humanismo', 'solidaridad', 'respecto', 'derecho', 'deber', 'seguir', 'consolidar', 'sistema', 'penitenciario', 'haga', 'cotidiano', 'establecido', 'art', 'constitución']"
En Junta Ministerial dirigida por muestra Ministra @mirelct revisamos las tareas encomendadas por el Pdt @NicolasMaduro con el propósito de activar todos los mecanismos de la #LeyAntibloqueo para garantizar los #DDHH de las personas privadas de libertad y sus familiares.  https://t.co/gfgOdHwavI,"['junta', 'ministerial', 'dirigida', 'muestra', 'ministra', 'mirelct', 'revisamos', 'tareas', 'encomendadas', 'pdt', 'nicolasmaduro', 'propósito', 'activar', 'mecanismos', 'leyantibloqueo', 'garantizar', 'ddhh', 'personas', 'privadas', 'libertad', 'familiares']"
Pdt @NicolasMaduro nuestra fuerza viene de la guía del Comandante Chávez y de su ejemplo patriota de lealtad.,"['pdt', 'nicolasmaduro', 'fuerza', 'viene', 'guía', 'comandante', 'chávez', 'ejemplo', 'patriota', 'lealtad']"
"La Juventud Patriota, Revolucionaria, que cree en la paz y la democracia desbordó las calles de Caracas y de todo el país para dar una demostración de que defenderemos nuestro presente y futuro al lado del Pdt @nicolasmaduro  https://t.co/j9CbY9MTEc  https://t.co/oj0RhY2a9Z","['juventud', 'patriota', 'revolucionaria', 'cree', 'paz', 'democracia', 'desbordó', 'calles', 'caracas', 'país', 'dar', 'demostración', 'defenderemos', 'presente', 'futuro', 'lado', 'pdt', 'nicolasmaduro']"
El frío de una cárcel solo puede vivirlo quien por algún error llega a esa condición. El único abrigo para el alma es la familia y la esperanza que ese trago amargo pasará.  Es nuestro compromiso continuar humanizando nuestras cárceles.  @nicolasmaduro  @mirelct  https://t.co/BvMQAAF2U6,"['frío', 'cárcel', 'solo', 'puede', 'vivirlo', 'algún', 'error', 'llega', 'condición', 'único', 'abrigo', 'alma', 'familia', 'esperanza', 'trago', 'amargo', 'pasará', 'compromiso', 'continuar', 'humanizando', 'cárceles', 'nicolasmaduro', 'mirelct']"
"Con la dirección del Pdt @NicolasMaduro y la fuerza de un Pueblo organizado, Unido. Sabremos enfrentar cualquier agresión contra nuestro país.  https://t.co/KoHvITl5xb","['dirección', 'pdt', 'nicolasmaduro', 'fuerza', 'pueblo', 'organizado', 'unido', 'sabremos', 'enfrentar', 'cualquier', 'agresión', 'país']"
"La Patria necesita una Asamblea Nacional, que en vez, de estar pidiendo sanciones contra el pueblo, legisle en pro del fortalecimiento del Nuevo Régimen Penitenciario garantista de Derechos Humanos #DDHH. @nicolasmaduro  https://t.co/s7e5Lq5VUx  https://t.co/Dvk891ZA8y","['patria', 'necesita', 'asamblea', 'nacional', 'vez', 'pidiendo', 'sanciones', 'pueblo', 'legisle', 'pro', 'fortalecimiento', 'nuevo', 'régimen', 'penitenciario', 'garantista', 'derechos', 'humanos', 'ddhh', 'nicolasmaduro']"
Nuestra Patria Unida Vencerá!!!,"['patria', 'unida', 'vencerá']"
"Cumpliendo con la orden del nuestro Pdt @NicolasMaduro y la guía de la ministra @mirelct se continúa fortaleciendo el Sistema Penitenciario. Brindando atención integral a privad@s de libertad y garantizando sus derechos humanos. #DDHH ""Que sea humana la humanidad""  https://t.co/k0aZ3Bx1n1","['cumpliendo', 'orden', 'pdt', 'nicolasmaduro', 'guía', 'ministra', 'mirelct', 'continúa', 'fortaleciendo', 'sistema', 'penitenciario', 'brindando', 'atención', 'integral', 'privad', 'libertad', 'garantizando', 'derechos', 'humanos', 'ddhh', 'humana', 'humanidad']"
Cumpliendo con la Instrucción del Pdt @nicolasmaduro el @mspenitenciario avanza en consolidar los Derechos Humanos #DDHH en nuestros Establecimientos Penitenciarios. Reunión con funcionarias de @ONU_derechos y Agencia del Estado de los Derechos Humanos @CancilleriaVE  https://t.co/4WutLXssSL,"['cumpliendo', 'instrucción', 'pdt', 'nicolasmaduro', 'mspenitenciario', 'avanza', 'consolidar', 'derechos', 'humanos', 'ddhh', 'establecimientos', 'penitenciarios', 'reunión', 'funcionarias', 'onu', 'derechos', 'agencia', 'derechos', 'humanos', 'cancilleriave']"
"Guiados por el gran espíritu humano del Pdt @nicolasmaduro el @mspenitenciario @mirelct a través del Viceministerio de Atención al Privad@ de libertad @mppsp_viceapal trabaja por garantizar sus Derechos Humanos #DDHH ""Que sea humana la humanidad""  https://t.co/pTmW6ni7UE  https://t.co/Pcz4LOMbK6","['guiados', 'gran', 'espíritu', 'humano', 'pdt', 'nicolasmaduro', 'mspenitenciario', 'mirelct', 'través', 'viceministerio', 'atención', 'privad', 'libertad', 'mppsp', 'viceapal', 'trabaja', 'garantizar', 'derechos', 'humanos', 'ddhh', 'humana', 'humanidad']"
"Pdt @nicolasmaduro instruye atención integral y garantía d Derechos Humanos #DDHH a Privad@s d Libertad y su equipo d trabajo dl @mspenitenciario junto con órganos d justicia hacemos el mayor esfuerzo de cumplir la orden.  ""Que sea humana la humanidad"" @irisvarela @mirelct  https://t.co/YrBUOZKLpo","['pdt', 'nicolasmaduro', 'instruye', 'atención', 'integral', 'garantía', 'derechos', 'humanos', 'ddhh', 'privad', 'libertad', 'equipo', 'trabajo', 'dl', 'mspenitenciario', 'junto', 'órganos', 'justicia', 'hacemos', 'mayor', 'esfuerzo', 'cumplir', 'orden', 'humana', 'humanidad', 'irisvarela', 'mirelct']"
Somos una Patria Soberana. No aceptamos tutela de ningún imperio.  Pdt. @NicolasMaduro este #6Dic daremos otra lección al mundo de coraje y valentía.,"['patria', 'soberana', 'aceptamos', 'tutela', 'ningún', 'imperio', 'pdt', 'nicolasmaduro', 'dic', 'daremos', 'lección', 'mundo', 'coraje', 'valentía']"
"Agradezco a Dios permitirme trabajar en la tarea encomendada por el Pdt @nicolasmaduro de continuar fortaleciendo los Derechos Humanos a Privad@s de Liberad. La Humanización es la meta. ""Que sea humana la humanidad"" @mirelct  https://t.co/bsbgCfNQUl  https://t.co/IFWhFCSMJF","['agradezco', 'dios', 'permitirme', 'trabajar', 'tarea', 'encomendada', 'pdt', 'nicolasmaduro', 'continuar', 'fortaleciendo', 'derechos', 'humanos', 'privad', 'liberad', 'humanización', 'meta', 'humana', 'humanidad', 'mirelct']"
"Cumpliendo con los lineamientos del Pdt. @nicolasmaduro se realizó #JornadaDeAtenciónJurídica a privados de libertad recluidos en los Internados Judiciales Rodeo II y III. Garantizando el Derecho Humano #DDHH de acceso a la justicia. ""Que sea humana la humanidad!"" @mirelct  https://t.co/1cg4WCUsNg","['cumpliendo', 'lineamientos', 'pdt', 'nicolasmaduro', 'realizó', 'jornadadeatenciónjurídica', 'privados', 'libertad', 'recluidos', 'internados', 'judiciales', 'rodeo', 'ii', 'iii', 'garantizando', 'derecho', 'humano', 'ddhh', 'acceso', 'justicia', 'humana', 'humanidad', 'mirelct']"
Cumpliendo con la Instrucción del Pdt. @nicolasmaduro de seguir humanizando el sistema Penitenciario #DDHH se desarrolló atención jurídica a privad@s de libertad del Complejo Penitenciario de Carabobo (Tocuyito). @drodriven2 @irisvarela @mirelct  https://t.co/1l5SIrOzJH  https://t.co/aMacyUhIlf,"['cumpliendo', 'instrucción', 'pdt', 'nicolasmaduro', 'seguir', 'humanizando', 'sistema', 'penitenciario', 'ddhh', 'desarrolló', 'atención', 'jurídica', 'privad', 'libertad', 'complejo', 'penitenciario', 'carabobo', 'tocuyito', 'drodriven', 'irisvarela', 'mirelct']"
Es así. Gracias.,"['así', 'gracias']"
"Cumpliendo con el compromiso asumido en la Atención del privado y privada de libertad.  ""Que sea humana la humanidad"" @NicolasMaduro @irisvarela @mirelct  https://t.co/g68Rf2j4xb  https://t.co/5HbryoVChA","['cumpliendo', 'compromiso', 'asumido', 'atención', 'privado', 'privada', 'libertad', 'humana', 'humanidad', 'nicolasmaduro', 'irisvarela', 'mirelct']"
Orgulloso estoy de formar parte de este gran equipo de trabajo protagonista de los grandes avances de nuestro sistema penitenciario.  @NicolasMaduro @irisvarela  @mirelct,"['orgulloso', 'formar', 'parte', 'gran', 'equipo', 'trabajo', 'protagonista', 'grandes', 'avances', 'sistema', 'penitenciario', 'nicolasmaduro', 'irisvarela', 'mirelct']"
"""Que sea humana la humanidad"" HUMANISMO, debe ser siempre la base de nuestro trabajo como PENITENCIARISTAS. @NicolasMaduro @irisvarela @mirelct  https://t.co/qbIjG1GoC4  https://t.co/bi5vP3a5XP","['humana', 'humanidad', 'humanismo', 'debe', 'ser', 'siempre', 'base', 'trabajo', 'penitenciaristas', 'nicolasmaduro', 'irisvarela', 'mirelct']"
Hoy acompañamos a la Ministra @mirelct y las autoridades del sistema de Justicia del Edo Miranda para dar celeridad a las audiencias preliminares. Empeñados en garantizar el derecho a la justicia.  https://t.co/yD9I1kl3Hg  https://t.co/cx2fd4fN7L,"['hoy', 'acompañamos', 'ministra', 'mirelct', 'autoridades', 'sistema', 'justicia', 'edo', 'miranda', 'dar', 'celeridad', 'audiencias', 'preliminares', 'empeñados', 'garantizar', 'derecho', 'justicia']"
"de país, deber seguir creciendo en nuestras cárceles.  https://t.co/EVAN65sBon","['país', 'deber', 'seguir', 'creciendo', 'cárceles']"
"Como Penitenciarista y con amor infinito por mi país. Agradezco al Presidente @nicolasmaduro la confianza y la oportunidad de aportar desde mi preparación académica y profesional en la consolidación del Nuevo Régimen Penitenciario Venezolano.  HUMANISMO, clave de nuestro proyecto  https://t.co/qx1rPrJegl","['penitenciarista', 'amor', 'infinito', 'país', 'agradezco', 'presidente', 'nicolasmaduro', 'confianza', 'oportunidad', 'aportar', 'preparación', 'académica', 'profesional', 'consolidación', 'nuevo', 'régimen', 'penitenciario', 'venezolano', 'humanismo', 'clave', 'proyecto']"
Hoy se lo quiero dedicar a la #EDUCACION  Ella es la herramienta más fuerte que tenemos para evitar el triste mundo del SISTEMA PENITENCIARIO..  Quieres solución? He aquí la forma más sólida y humana de conseguirla. #DDHH #cárcel #cárceles #jails  https://t.co/67xWAxtqar  https://t.co/Txay3mdnEb,"['hoy', 'quiero', 'dedicar', 'educacion', 'herramienta', 'fuerte', 'evitar', 'triste', 'mundo', 'sistema', 'penitenciario', 'quieres', 'solución', 'aquí', 'forma', 'sólida', 'humana', 'conseguirla', 'ddhh', 'cárcel', 'cárceles', 'jails']"
"Una persona condenada por un tribunal,solo pierden el derecho a la libertad, El Estado debe garantizarle todos los demás derechos. #DDHH  https://t.co/7d7TuEoRdg","['persona', 'condenada', 'tribunal', 'solo', 'pierden', 'derecho', 'libertad', 'debe', 'garantizarle', 'demás', 'derechos', 'ddhh']"
Producto de la insistencia en hacer política con las vísceras y no con las neuronas.  Saludos profesor.,"['producto', 'insistencia', 'hacer', 'política', 'vísceras', 'neuronas', 'saludos', 'profesor']"
Grandes desafíos aún tiene el Sistema Penitenciario Venezolano y latinoamericano. Venezuela debe convocar  y avanzar en la humanización de dicho sistema. #DDHH  https://t.co/U02ardsuP8,"['grandes', 'desafíos', 'aún', 'sistema', 'penitenciario', 'venezolano', 'latinoamericano', 'venezuela', 'debe', 'convocar', 'avanzar', 'humanización', 'dicho', 'sistema', 'ddhh']"
"Lo peor de lo que está pasando en la oposición no es la pelea a cuchillo por el liderazgo, que sabemos el verdadero interés: $$$ Sino la frustración reiterada que le generan a sus seguidores quienes llenos de odio ya no saben que hacer entre Guaido, Capriles, María Corina machado","['peor', 'pasando', 'oposición', 'pelea', 'cuchillo', 'liderazgo', 'sabemos', 'verdadero', 'interés', 'sino', 'frustración', 'reiterada', 'generan', 'seguidores', 'llenos', 'odio', 'saben', 'hacer', 'guaido', 'capriles', 'maría', 'corina', 'machado']"
