tweet,tweet_tokenized
Parte de la confusión se debe a que el personal de salud recogió cédulas de las personas de la cola sin ningún orden. Ahora tienen problemas para devolverlas. #28Jun #Bolívar,"['parte', 'confusión', 'debe', 'personal', 'salud', 'recogió', 'cédulas', 'personas', 'cola', 'ningún', 'orden', 'ahora', 'problemas', 'devolverlas', 'jun', 'bolívar']"
@marijoperez Sí 😐,['marijoperez']
"@marijoperez Gracias a Dios no ha sido mi caso, pero la anarquización, como en otros lugares del país, es evidente.","['marijoperez', 'gracias', 'dios', 'sido', 'caso', 'anarquización', 'lugares', 'país', 'evidente']"
Esto es el resultado de la desinformación y el desorden del personal de salud. Anarquización. #28Jun #Bolívar  https://t.co/Hc8ZsW1uX5,"['resultado', 'desinformación', 'desorden', 'personal', 'salud', 'anarquización', 'jun', 'bolívar']"
"Desinformación y confusión en punto de vacunación. Llaman a personas por número de cédula ""para que pasen de una vez"". No explican razones. No respetan el orden de la cola. #28Jun #Bolívar  https://t.co/Zm9VNklObo","['desinformación', 'confusión', 'punto', 'vacunación', 'llaman', 'personas', 'número', 'cédula', 'pasen', 'vez', 'explican', 'razones', 'respetan', 'orden', 'cola', 'jun', 'bolívar']"
"Venezuela, el país del ""no me sales en sistema, papá"".","['venezuela', 'país', 'sales', 'sistema', 'papá']"
"@mariana_vahlis @IDS_UK Sabor agridulce, pero igual ¡felicidades! Es una gran institución.","['mariana', 'vahlis', 'ids', 'uk', 'sabor', 'agridulce', 'igual', '¡felicidades', 'gran', 'institución']"
"Desinformación, ralentización y hasta errores en el sistema (personas a quienes les llegó el mensaje de texto, pero ahora ""no aparecen en sistema"") marcan la jornada de vacunación este #28Jun en el parque Leonardo Ruiz Pineda. #Bolívar","['desinformación', 'ralentización', 'errores', 'sistema', 'personas', 'llegó', 'mensaje', 'texto', 'ahora', 'aparecen', 'sistema', 'marcan', 'jornada', 'vacunación', 'jun', 'parque', 'leonardo', 'ruiz', 'pineda', 'bolívar']"
"Personal del Instituto de Salud Pública (ISP) informa que no estaban enterados de la convocatoria para la primera dosis de vacunación para hoy. Afirman que, ante la desinformación, prepararán un nuevo contingente de unidades. #Bolívar #28Jun","['personal', 'instituto', 'salud', 'pública', 'isp', 'informa', 'enterados', 'convocatoria', 'primera', 'dosis', 'vacunación', 'hoy', 'afirman', 'desinformación', 'prepararán', 'nuevo', 'contingente', 'unidades', 'bolívar', 'jun']"
8:53am. Llegan las vacunas al parque Leonardo Ruiz Pineda. #Bolívar #28Jun  https://t.co/7CWDPl8GOd,"['am', 'llegan', 'vacunas', 'parque', 'leonardo', 'ruiz', 'pineda', 'bolívar', 'jun']"
"Importante: solo están vacunando a quienes hayan recibido el mensaje de texto, luego de registrarse en el sitio web del ministerio de Salud.","['importante', 'solo', 'vacunando', 'recibido', 'mensaje', 'texto', 'luego', 'registrarse', 'sitio', 'web', 'ministerio', 'salud']"
Llega al parque Ruiz Pineda el mobiliario para empezar la vacunación. #Bolívar #28Jun  https://t.co/GqnvQHCSlE,"['llega', 'parque', 'ruiz', 'pineda', 'mobiliario', 'empezar', 'vacunación', 'bolívar', 'jun']"
"Briseida Contreras, miembro de la coordinación de salud del municipio Heres, explica a los ciudadanos el proceso de vacunación y recomendaciones posteriores. Aplicarán la vacuna Sinopharm. #Bolívar #28Jun  https://t.co/uJL8bf6OmR","['briseida', 'contreras', 'miembro', 'coordinación', 'salud', 'municipio', 'heres', 'explica', 'ciudadanos', 'proceso', 'vacunación', 'recomendaciones', 'posteriores', 'aplicarán', 'vacuna', 'sinopharm', 'bolívar', 'jun']"
"Así luce la cola de la jornada de vacunación contra la Covid-19 en el parque Leonardo Ruiz Pineda, en Ciudad Bolívar, a esta hora. #28Jun #Bolívar  https://t.co/ttRPOIxtSB","['así', 'luce', 'cola', 'jornada', 'vacunación', 'covid', 'parque', 'leonardo', 'ruiz', 'pineda', 'ciudad', 'bolívar', 'hora', 'jun', 'bolívar']"
La Vinotinto y nuestras alegrías de tísico.  #CopaAmérica2021,"['vinotinto', 'alegrías', 'tísico', 'copaamérica']"
"@HablaLorena @MarcosDavidV 🤣🤣🤣🤣🤣🤣🤣🤣 Mil gracias, cariño. Feliz día para ti también. Fuerte abrazo.","['hablalorena', 'marcosdavidv', '🤣🤣🤣🤣🤣🤣🤣🤣', 'mil', 'gracias', 'cariño', 'feliz', 'día', 'fuerte', 'abrazo']"
"@gash276 ¡Feliz cumple, Gaby! Que sigas cumpliendo muchísimos más. Larga vida y salud para ti. Un abrazo.","['gash', '¡feliz', 'cumple', 'gaby', 'sigas', 'cumpliendo', 'muchísimos', 'larga', 'vida', 'salud', 'abrazo']"
@Sgt_Drescher 🙋🏻‍♂️,"['sgt', 'drescher', '🙋🏻\u200d♂️']"
@gregorsamsa79 😂,['gregorsamsa']
@El_Caps ¡Excelenteeeee! 🤣🤣🤣🤣🤣,"['caps', '¡excelenteeeee', '🤣🤣🤣🤣🤣']"
@jershinio Absolutamente 😂.,"['jershinio', 'absolutamente']"
"""Pues yo también soy perra... y muerdo"".  Idea para un meme 😂.","['pues', 'perra', 'muerdo', 'idea', 'meme']"
La estupidez humana no conoce límites.,"['estupidez', 'humana', 'conoce', 'límites']"
Crisis del capitalismo: descripción gráfica.,"['crisis', 'capitalismo', 'descripción', 'gráfica']"
@romontesdeoca @bostonrex ¿Esto fue en Venezuela?,"['romontesdeoca', 'bostonrex', '¿esto', 'venezuela']"
"Por cierto: si eres venezolano y dices ""El Imperio"" para referirte a EE UU estás reproduciendo una huella del discurso hostil, confontativo y sobre todo, de resentimiento que dejó el chavismo.  La noción de realidad se transforma, también, desde el uso que hacemos de la lengua.","['cierto', 'si', 'venezolano', 'dices', 'imperio', 'referirte', 'ee', 'uu', 'reproduciendo', 'huella', 'discurso', 'hostil', 'confontativo', 'resentimiento', 'dejó', 'chavismo', 'noción', 'realidad', 'transforma', 'uso', 'hacemos', 'lengua']"
"""Quinta columna"", ""pitiyanqui"", ""escuálido"", ""majunche"", ""pelucón"", ""golpista"", ""apátrida"", 'imperialista"" y demás epítetos desfilaron por el discurso de medios y políticos durante la era Chávez, no sin lamentables consecuencias de odio que vivimos hasta hoy.","['quinta', 'columna', 'pitiyanqui', 'escuálido', 'majunche', 'pelucón', 'golpista', 'apátrida', 'imperialista', 'demás', 'epítetos', 'desfilaron', 'discurso', 'medios', 'políticos', 'chávez', 'lamentables', 'consecuencias', 'odio', 'vivimos', 'hoy']"
"Otra técnica de Chávez en la que cayeron medios y opinadores venezolanos: acuñar insultos a través de la TV, los medios hacían el escándalo y venía la indignación; opinadores y opositores, más afín con el espectáculo que con el análisis, los normalizaron hasta que acuñaba otro.","['técnica', 'chávez', 'cayeron', 'medios', 'opinadores', 'venezolanos', 'acuñar', 'insultos', 'través', 'tv', 'medios', 'hacían', 'escándalo', 'venía', 'indignación', 'opinadores', 'opositores', 'afín', 'espectáculo', 'análisis', 'normalizaron', 'acuñaba']"
"@gash276 ¡Mucho éxito, Gaby! 🙏","['gash', '¡mucho', 'éxito', 'gaby']"
"Turquía, ese baluarte de la democracia euroasiática, viene a dar fe de un proceso electoral en la Venezuela de Maduro 🤡🤡🤡.","['turquía', 'baluarte', 'democracia', 'euroasiática', 'viene', 'dar', 'fe', 'proceso', 'electoral', 'venezuela', 'maduro', '🤡🤡🤡']"
"Por cierto, anoten este también en la lista de #DiscosPerfectos. Grabaciones definitivas que hay que escuchar en esta vida.","['cierto', 'anoten', 'lista', 'discosperfectos', 'grabaciones', 'definitivas', 'escuchar', 'vida']"
"@Dalck ¡Por supuesto! Eso dalo por hecho. Financieramente hablando, esto es un clásico efecto Halo: sacas un disco con artistas de todos los géneros más comerciales, pero detrás estás lanzando el bundle de los 30 años, que sí les va a reportar dividendos. Lo 1ro promociona lo 2do.","['dalck', '¡por', 'supuesto', 'dalo', 'hecho', 'financieramente', 'hablando', 'clásico', 'efecto', 'halo', 'sacas', 'disco', 'artistas', 'géneros', 'comerciales', 'detrás', 'lanzando', 'bundle', 'años', 'va', 'reportar', 'dividendos', 'ro', 'promociona', 'do']"
#TheMetallicaBlacklist  #BlackAlbum2021  #BlackAlbum    https://t.co/D9Gxb2mxHA,"['themetallicablacklist', 'blackalbum', 'blackalbum']"
"De la serie: objetos de la Posmodernidad. El insilio como respuesta egoísta ante las catástrofes del mundo. Una idea de existencia cada vez más individualizada, ajena (y hasta irresponsable) a su alrededor y sus pesares.  ¿El ""oasis"" compensa el impacto de producir ese acrílico?","['serie', 'objetos', 'posmodernidad', 'insilio', 'respuesta', 'egoísta', 'catástrofes', 'mundo', 'idea', 'existencia', 'cada', 'vez', 'individualizada', 'ajena', 'irresponsable', 'alrededor', 'pesares', '¿el', 'oasis', 'compensa', 'impacto', 'producir', 'acrílico']"
"Quizás no todo el mundo conozca este álbum o esta fotografía. Quizás no muchos sepan quiénes son estos malencarados. Pero seguramente son muchos los que, aún ajenos al rock o la música, han escuchado su nombre: Metallica.  Larga vida al #BlackAlbum  #TheMetallicaBlacklist  https://t.co/C76Bo4o2gP","['quizás', 'mundo', 'conozca', 'álbum', 'fotografía', 'quizás', 'sepan', 'quiénes', 'malencarados', 'seguramente', 'aún', 'ajenos', 'rock', 'música', 'escuchado', 'nombre', 'metallica', 'larga', 'vida', 'blackalbum', 'themetallicablacklist']"
"La transformación de las condiciones históricas, económicas, materiales y sociales devinieron otrora en una era, la del rockstar, que ya venía cediendo protagonismo ante la era del internet. Esta celebración del Black Album podría ser el eslabón definitivo entre esos dos mundos.","['transformación', 'condiciones', 'históricas', 'económicas', 'materiales', 'sociales', 'devinieron', 'otrora', 'rockstar', 'venía', 'cediendo', 'protagonismo', 'internet', 'celebración', 'black', 'album', 'podría', 'ser', 'eslabón', 'definitivo', 'dos', 'mundos']"
"... está el haber llevado un subgénero como Thrash Metal al mainstream, en una década que empezó buscando otros sonidos, tanto en la escena del rock como en el mercado más comercial.","['haber', 'llevado', 'subgénero', 'thrash', 'metal', 'mainstream', 'década', 'empezó', 'buscando', 'sonidos', 'escena', 'rock', 'mercado', 'comercial']"
"Es también una apuesta por reinventar el sonido del heavy metal, mantener su vigencia luego de décadas de gloria en su estética primigenia, y consolidar su influencia más allá de géneros, formatos y eras. No podía ser de otra forma para un álbum que entre su legado histórico...","['apuesta', 'reinventar', 'sonido', 'heavy', 'metal', 'mantener', 'vigencia', 'luego', 'décadas', 'gloria', 'estética', 'primigenia', 'consolidar', 'influencia', 'allá', 'géneros', 'formatos', 'podía', 'ser', 'forma', 'álbum', 'legado', 'histórico']"
"Conceptualmente hablando, #TheMetallicaBlacklist se antoja como pieza histórica que patenta este momento de transición entre dos eras de la música: la de los últimos rockstars y los nuevos artistas; la del formato físico y la del streaming; la del álbum y la del alúd de singles.  https://t.co/kgBw6RMcEk","['conceptualmente', 'hablando', 'themetallicablacklist', 'antoja', 'pieza', 'histórica', 'patenta', 'momento', 'transición', 'dos', 'música', 'últimos', 'rockstars', 'nuevos', 'artistas', 'formato', 'físico', 'streaming', 'álbum', 'alúd', 'singles']"
"Chavismo es, ante todo, complejo de inferioridad y resentimiento. Son los principios de su praxis política.","['chavismo', 'complejo', 'inferioridad', 'resentimiento', 'principios', 'praxis', 'política']"
"@marielozadab @MatheusConH Esto. El ""fast fashion"" es una amenaza para el ambiente, sin dejar a un lado la explotación laboral que muchas veces supone la producción masiva y barata.","['marielozadab', 'matheusconh', 'fast', 'fashion', 'amenaza', 'ambiente', 'dejar', 'lado', 'explotación', 'laboral', 'muchas', 'veces', 'supone', 'producción', 'masiva', 'barata']"
Otra expresión de ese vitalismo de bolsillo que tanto vende. De esos enlatados de la felicidad que pregonan por ahí y que muchos quieren escuchar. Lo cierto es que es otra falacia desprendida de la idea (falaz o no) del libre albedrío.,"['expresión', 'vitalismo', 'bolsillo', 'vende', 'enlatados', 'felicidad', 'pregonan', 'ahí', 'quieren', 'escuchar', 'cierto', 'falacia', 'desprendida', 'idea', 'falaz', 'libre', 'albedrío']"
@VanessaVenezia Gracias a Dios y a punta de fe 🙏.,"['vanessavenezia', 'gracias', 'dios', 'punta', 'fe']"
@VanessaVenezia Empatamos. 2 - 2.,"['vanessavenezia', 'empatamos']"
¡Otro golazo!  Venezuela es el cisne negro de este torneo.,"['¡otro', 'golazo', 'venezuela', 'cisne', 'negro', 'torneo']"
Una belleza.,['belleza']
"¡Golazo!  Agarren ahí, pues.","['¡golazo', 'agarren', 'ahí', 'pues']"
"@jorgemuziotti Gracias, padre.","['jorgemuziotti', 'gracias', 'padre']"
@miguelromero97_ Reincidentes los muchachos. Vidal y Valdivia fueron dos de los implicados en el bochornoso show de Puerto Ordaz.,"['miguelromero', 'reincidentes', 'muchachos', 'vidal', 'valdivia', 'dos', 'implicados', 'bochornoso', 'show', 'puerto', 'ordaz']"
"Nada nuevo. Esto mismo hicieron en el hotel Mara Inn, en Ciudad Guayana, durante la Copa América 2007. Destrozaron parcialmente el bar y acosaron sexualmente a una mucama.","['nuevo', 'mismo', 'hicieron', 'hotel', 'mara', 'inn', 'ciudad', 'guayana', 'copa', 'américa', 'destrozaron', 'parcialmente', 'bar', 'acosaron', 'sexualmente', 'mucama']"
"@spock_ve Efectivamente. El gran problema de la operación para Hitler fue desestimar la extensión territorial, el tamaño del Ejército Rojo (y su reserva),y su capacidad de suministración. Si a eso sumamos su corte de provisiones y la falta de tropas de refuerzo, el desastre estaba servido.","['spock', 've', 'efectivamente', 'gran', 'problema', 'operación', 'hitler', 'desestimar', 'extensión', 'territorial', 'tamaño', 'ejército', 'rojo', 'reserva', 'capacidad', 'suministración', 'si', 'sumamos', 'corte', 'provisiones', 'falta', 'tropas', 'refuerzo', 'desastre', 'servido']"
"Siempre es bueno desmitificar la historia: el Ejército Rojo nunca fue superior al alemán; fueron sus enormes ventajas comparativas lo que les permitió sortear una invasión absurda militarmente. Por desgracia, nada de esto pudo evitar el horror de la Shoah.  https://t.co/JP8BU5ITFa","['siempre', 'bueno', 'desmitificar', 'historia', 'ejército', 'rojo', 'nunca', 'superior', 'alemán', 'enormes', 'ventajas', 'comparativas', 'permitió', 'sortear', 'invasión', 'absurda', 'militarmente', 'desgracia', 'pudo', 'evitar', 'horror', 'shoah']"
@Petrypsique Correcto. Y de ahí la necesidad de esa integración consciente del proceso emocional que implica esa elección.,"['petrypsique', 'correcto', 'ahí', 'necesidad', 'integración', 'consciente', 'proceso', 'emocional', 'implica', 'elección']"
"@Petrypsique De hecho, Alexandra Kohan criticaba hace poco que, en la redefinición contemporánea del amor, se peca por exceso en la ""responsabilidad afectiva"", al punto de que pretende desdibujar procesos bioquímicos normales como el enamoramiento. La integración de la que hablas es necesaria","['petrypsique', 'hecho', 'alexandra', 'kohan', 'criticaba', 'hace', 'redefinición', 'contemporánea', 'amor', 'peca', 'exceso', 'responsabilidad', 'afectiva', 'punto', 'pretende', 'desdibujar', 'procesos', 'bioquímicos', 'normales', 'enamoramiento', 'integración', 'hablas', 'necesaria']"
Una iniciativa sensata.,"['iniciativa', 'sensata']"
Venezuelan dictatorship: an approach.,"['venezuelan', 'dictatorship', 'an', 'approach']"
"Parte del efecto perverso de las RRSS: crea cajas de resonancia de nuestras propias opiniones y similares, fomentando sin querer un clima de intolerancia a opiniones o pareceres contrarios. Eso sumado a los fanatismos y la conformidad de grupo sirve la mesa para tales reacciones.","['parte', 'efecto', 'perverso', 'rrss', 'crea', 'cajas', 'resonancia', 'propias', 'opiniones', 'similares', 'fomentando', 'querer', 'clima', 'intolerancia', 'opiniones', 'pareceres', 'contrarios', 'sumado', 'fanatismos', 'conformidad', 'grupo', 'sirve', 'mesa', 'tales', 'reacciones']"
