tweet_translated_tokenized,sentiment,NB_Negativo,NB_Neutral,NB_Positivo,SVM_Negativo,SVM_Neutral,SVM_Positivo,DF_Negativo,DF_Neutral,DF_Positivo,MaxEnt_Negativo,MaxEnt_Neutral,MaxEnt_Positivo
"['started', 'downloading', 'oscar', 'nominees', 'cantv', 'painted', 'dove', 'days', 'downloading', 'irishman', 'kb', 'still', 'queue']",Neutral,0.09455058292310872,0.8478576745192565,0.057591742557635876,0.047675502396798325,0.925013113280538,0.027311384322663626,0.0,1.0,0.0,0.06581346325857414,0.8948987405464127,0.039287796195013075
"['started', 'badly', 'got', 'better', 'ended', 'badly', 'started', 'well', 'got', 'worse', 'ended', 'well', 'thus', 'ends', 'another', 'semester', 'ucab', 'guayana']",Neutral,0.02842166948862317,0.9533457089917496,0.01823262151962675,0.07341473071503825,0.8561059640787981,0.07047930520616373,0.0,1.0,0.0,0.07223828002240887,0.8778612675122115,0.04990045246537969
"['google', 'translate', 'trump', 'spanish', 'peo', 'mine']",Neutral,0.08443631654830677,0.8687829855770054,0.04678069787468709,0.07501400008578653,0.8948891424282479,0.030096857485965463,0.0,1.0,0.0,0.07843152851077219,0.8788664633457625,0.04270200814346541
"['anthxnyb', 'look', 'want', 'see', 'movies', 'interested', 'oscars']",Neutral,0.040042173252882285,0.9396768883681164,0.02028093837899992,0.07757713717817777,0.8948678665458634,0.027554996275958855,0.0,1.0,0.0,0.08437092527817888,0.8705973886060716,0.045031686115749515
"['yes', 'mom', 'aids', 'anxiety', 'partials', 'due', 'bad', 'academic', 'record', 'fear', 'think', 'suffer', 'apparent', 'add']",Negativo,0.0916462733550098,0.8647161820639347,0.04363754458105639,0.5861033098591062,0.26231056382626544,0.15158612631462845,0.0,1.0,0.0,0.1660052264696455,0.7516901183499702,0.08230465518038431
"['university', 'took', 'without', 'asking', 'help']",Neutral,0.02477126035996009,0.9572653670794764,0.01796337256056272,0.050171895868025236,0.8625051667366824,0.08732293739529252,0.0,1.0,0.0,0.06172835518142169,0.8897207875943866,0.04855085722419165
"['classmate', 'school', 'asked', 'heard', 'blink', 'told', 'listen', 'reggaeton', 'used', 'rock', 'grief', 'went', 'day', 'made', 'open', 'musical', 'genre']",Neutral,0.0457661965125224,0.9287758949596824,0.025457908527793928,0.06257821292424183,0.9115427477028168,0.02587903937294121,0.0,1.0,0.0,0.06339962835805522,0.9006833083686865,0.0359170632732583
"['well', 'another', 'torrent', 'list']",Neutral,0.05326901305932714,0.9081007224619326,0.03863026447873977,0.07809497865918744,0.7760693334768625,0.14583568786395024,0.0,1.0,0.0,0.09123532802174388,0.8380461238898258,0.07071854808843024
"['bitter', 'drinks', 'took', 'despite', 'finished', 'race', 'usb', 'forever', 'left', 'important', 'beautiful', 'mark', 'life', 'miss', 'grama', 'miss', 'bule', 'miss', 'chispa', 'miss', 'little', 'house', 'miss', 'sartenejas', 'idea']",Neutral,0.060188043282629215,0.8983664483755059,0.04144550834186478,0.03408057069879758,0.9010307608842184,0.06488866841698378,0.0,1.0,0.0,0.06577834430853988,0.8875926216582917,0.046629034033168426
"['panama', 'separated', 'colombia']",Neutral,0.11527438199698825,0.8129232478990169,0.0718023701039942,0.06643731128218963,0.897470111793516,0.03609257692429437,0.0,1.0,0.0,0.07461745348760886,0.8805587034551516,0.04482384305723959
"['cicpc', 'makes', 'police', 'portraits', 'miis']",Neutral,0.09764071240644816,0.841244575269241,0.06111471232430946,0.051387741390137485,0.9173419249456084,0.031270333664254,0.0,1.0,0.0,0.06813322489320535,0.8902802524338599,0.04158652267293479
"['edul', 'power', 'ugly', 'wave', 'transcends', 'language', 'barrier']",Neutral,0.10243958535053606,0.8401494685063559,0.05741094614310815,0.09981860771831384,0.8702507300922131,0.02993066218947308,0.0,1.0,0.0,0.08016836471194234,0.8762214439096854,0.043610191378372305
"['meanwhile', 'mcdonald', 'venezuela', 'charge', 'cover', 'ramos', 'allup', 'taking', 'mcflurrys', 'cover', 'chaotic', 'events', 'country']",Neutral,0.07130290123613865,0.8839493907405228,0.044747708023338384,0.029550720924914026,0.949873041969126,0.02057623710596002,0.0,1.0,0.0,0.058518589208419985,0.9048891467722685,0.0365922640193116
"['tritti', 'needs', 'hallucinogenic', 'drugs', 'tiktok']",Neutral,0.11252754203945893,0.8170294892332444,0.0704429687272968,0.056732268833206485,0.9109257047506892,0.032342026416104445,0.0,1.0,0.0,0.07072461783789338,0.8864620628815633,0.0428133192805433
"['downloaded', 'oscar', 'nominees', 'except', 'little', 'women', 'see', 'anything', 'interesting', 'anyone', 'something', 'say', 'speak', 'download']",Neutral,0.033899146254150116,0.9407805730289628,0.025320280716886003,0.025319549506135432,0.925700360300724,0.04898009019314042,0.0,1.0,0.0,0.05208933843827241,0.9067814120271039,0.04112924953462355
"['medicenelgordoo', 'ujperez', 'civil', 'like', 'hello', 'yes', 'turn', 'pm', 'offer', 'nrc', 'first', 'time', 'greetings']",Neutral,0.03514225497875036,0.9365732590531652,0.028284485968085707,0.03110263546218965,0.8624249669150187,0.10647239762279184,0.0,1.0,0.0,0.06123405145882344,0.880586362828579,0.058179585712597605
"['damn', 'kind', 'buy', 'graphics', 'card']",Positivo,0.12085474092196605,0.8214285860107484,0.057716673067284126,0.22256572346128675,0.7363847403289927,0.0410495362097205,1.0,0.0,0.0,0.1039924828697029,0.8473362954069635,0.048671221723333574
"['informatics', 'principle', 'either', 'somalia', 'italian', 'city', 'state', 'black', 'death', 'everyone', 'dies', 'killed', 'nothing', 'done', 'go', 'life', 'hope', 'turn', 'next']",Neutral,0.04206766290252019,0.9408025939914828,0.017129743105999892,0.404061998565182,0.5493604774383954,0.04657752399642257,1.0,0.0,0.0,0.11804515776123248,0.8316620910420707,0.05029275119669683
"['daft', 'punk', 'sin', 'los', 'cascos', 'ft', 'pharrell', 'williams']",Neutral,0.15378329017444814,0.7493785338844277,0.09683817594112497,0.06647720836826228,0.8974246594234195,0.03609813220831835,0.0,1.0,0.0,0.07427380737627509,0.8810698496002622,0.044656343023462525
"['anthxnyb', 'grasia', 'poliedro']",Neutral,0.08178150959372893,0.8672829475217085,0.05093554288456288,0.06198601413512229,0.9034981793288924,0.03451580653598558,0.0,1.0,0.0,0.06825169152709795,0.8902543421512865,0.04149396632161551
"['untalsiso', 'chocolates', 'el', 'rey', 'gt', 'everything']",Neutral,0.05115862427114056,0.9188350651614864,0.030006310567373767,0.02788824316572458,0.9555088832546812,0.016602873579594085,0.0,1.0,0.0,0.06001060827216298,0.9029554925121079,0.03703389921572924
"['th', 'st', 'talking', 'project', 'partner', 'seeing', 'know', 'shit', 'everything']",Neutral,0.05702149615639681,0.9180516787875332,0.024926825056070363,0.283981211706931,0.6792425124195641,0.03677627587350491,0.0,1.0,0.0,0.09378713025649282,0.8663077407629091,0.039905128980597955
"['professor', 'university', 'started', 'recently', 'hated', 'students', 'semesters', 'never', 'goes', 'bitch', 'everyone', 'still', 'dump', 'pressure', 'put', 'seems', 'fucking', 'boss']",Neutral,0.03078755983608244,0.9523885391411144,0.016823901022805968,0.05791742018547436,0.9211739703117864,0.02090860950273911,0.0,1.0,0.0,0.060115339094572326,0.9060452706976305,0.03383939020779708
"['birthday', 'residence', 'people', 'neighborhood', 'came', 'began', 'fuck', 'us', 'realized', 'close', 'friend', 'family', 'residence', 'robbed', 'la', 'coñiza', 'armed', 'party', 'ended', 'death', 'threats', 'pistol', 'pnb', 'never', 'appeared']",Neutral,0.09109167263253902,0.8634803091081836,0.04542801825927631,0.2531513782321871,0.6923386794966103,0.05450994227120271,0.0,1.0,0.0,0.09401798197179892,0.8593500172079508,0.04663200082025036
"['still', 'partials', 'finish', 'semester', 'pain', 'back', 'super', 'son', 'bitch', 'stress', 'ends', 'monday', 'guys', 'study', 'computer', 'science']",Neutral,0.034167938656045324,0.9428973822892484,0.022934679054703963,0.037379015971930704,0.9299669204897288,0.032654063538340286,0.0,1.0,0.0,0.0522209977713879,0.9118709807716638,0.03590802145694822
"['think', 'women', 'deserve', 'recognition', 'woman', 'merits', 'feminazi', 'also', 'criteria', 'academy', 'awards', 'much', 'validity', 'today']",Neutral,0.06226481713572477,0.8995483870487465,0.038186795815527495,0.052891689121556916,0.9133097631317858,0.03379854774665708,0.0,1.0,0.0,0.06679043743785686,0.8913354069076053,0.04187415565453795
"['celebrating', 'going', 'turn', 'saime', 'mega', 'money', 'washer', 'making', 'pay', 'ids', 'passports', 'petros', 'mcdonald', 'venezuela', 'ramos', 'agostino', 'family', 'never', 'disappoint']",Neutral,0.06376110809825189,0.897981132169239,0.03825775973250859,0.025909230004669867,0.9596181252540199,0.01447264474131003,0.0,1.0,0.0,0.052975248236739186,0.9146570963104704,0.032367655452790405
"['would', 'try', 'things', 'sex', 'nah', 'yes', 'maybe', 'negative', 'procedure', 'yesquero', 'yes', 'yes', 'yes', 'attract', 'attention', 'would', 'yesk', 'depebde', 'already', 'know', 'answer', 'comment', 'emoji', 'send', 'questions']",Neutral,0.05118840042998747,0.910130571894035,0.038681027675977565,0.09070127815565136,0.5118528075440368,0.397445914300312,0.0,0.0,1.0,0.09618737673395691,0.8079824108487371,0.09583021241730598
['crinshboi'],Neutral,0.04884877124531648,0.9023584539151324,0.04879277483955133,0.03714265626890791,0.7034311827889467,0.2594261609421455,0.0,1.0,0.0,0.08143524590675945,0.8335378357876688,0.08502691830557171
"['lighthouse', 'take', 'oscars', 'suck', 'confirmed']",Neutral,0.08197331485950926,0.8738521855094091,0.04417449963108251,0.0831752471324036,0.8862064731296753,0.03061827973792107,0.0,1.0,0.0,0.07803239370280553,0.8797931922701937,0.04217441402700088
"['ricardoafranco', 'knowing', 'academy', 'give', 'lion', 'king', 'muhh', 'dinei', 'hurr']",Neutral,0.10395168017396653,0.8326190861840317,0.06342923364200316,0.05146236048706941,0.917058193084523,0.03147944642840742,0.0,1.0,0.0,0.06823083631403032,0.8909563729402775,0.04081279074569204
"['ricardoafranco', 'much', 'bet', 'autism']",Neutral,0.07804439648970056,0.8755257531361712,0.04642985037412697,0.06021536683164756,0.9092101518732664,0.030574481295086026,0.0,1.0,0.0,0.06909784769084064,0.8902767164135906,0.040625435895568725
"['hate', 'anxiety', 'attacks', 'give', 'negative', 'thoughts', 'recurring', 'possibilities', 'escape', 'choke', 'university', 'corduroy', 'destroys', 'completely']",Negativo,0.08875519882354843,0.8685440250055271,0.042700776170922834,0.16897673937478444,0.8034600324202527,0.027563228204963,0.0,1.0,0.0,0.08261888846414095,0.8777242984957379,0.03965681304012106
"['edul', 'eduardo', 'admire', 'patience', 'corduroy']",Neutral,0.0923238993950479,0.8599385197154962,0.04773758088945702,0.1054786286060041,0.867654485323675,0.02686688607032084,0.0,1.0,0.0,0.08543709243731593,0.8706870283477345,0.043875879214949676
"['attached', 'photo', 'besto', 'team', 'could', 'btw', 'great', 'reunion', 'great', 'event', 'great', 'news']",Positivo,0.08456346486490512,0.8594588644648685,0.05597767067022814,0.046402540757065666,0.9132897948664236,0.04030766437651077,0.0,1.0,0.0,0.06685724577783254,0.8897976701186658,0.04334508410350142
"['today', 'lived', 'bittersweet', 'feeling', 'excessively', 'bad', 'things', 'happened', 'morning', 'rest', 'day', 'glory', 'know', 'really', 'think']",Neutral,0.01979104686443297,0.9692493494429713,0.010959603692594062,0.13487783847410964,0.8112975145342858,0.05382464699160446,0.0,1.0,0.0,0.08363815345283131,0.8681326544616127,0.04822919208555599
"['corduroy', 'would', 'say', 'already', 'witch', 'need', 'name', 'face', 'know', 'curse', 'insanely', 'download', 'speed']",Neutral,0.01761674889833452,0.9722708608047342,0.010112390296932571,0.02171863027465665,0.9611901050744576,0.017091264650885868,0.0,1.0,0.0,0.04406401378097304,0.9275577007664858,0.028378285452541157
"['minombreeschris', 'without', 'guacuyoki', 'worth']",Neutral,0.07738786379595478,0.8788316502570929,0.04378048594695135,0.18738998724713773,0.7555570838467667,0.05705292890609564,0.0,1.0,0.0,0.09063683041522563,0.8573368651976614,0.05202630438711303
"['untalsiso', 'post', 'swearing', 'meeting', 'luis', 'parra', 'stalin', 'edgar', 'zambrano', 'ramos', 'allup']",Neutral,0.07778877564367946,0.8738652307159049,0.04834599364041607,0.04461531439240538,0.9300891305842842,0.02529555502331016,0.0,1.0,0.0,0.06162321278624759,0.8997365798156037,0.03864020739814861
['vallha'],Neutral,0.10111963425956913,0.8363513863581977,0.06252897938223348,0.07057192794201067,0.8927584246562461,0.03666964740174308,0.0,1.0,0.0,0.0758428847733051,0.8787297677704002,0.045427347456294793
"['ah', 'look', 'go', 'around', 'thinking', 'trump', 'killed', 'soleimmani', 'support', 'elections', 'challenged', 'obama', 'thing', 'years', 'ago', 'let', 'tell', 'fucking', 'idea', '\u200b\u200ball', 'shit', 'iran', 'usa', 'middle', 'east']",Neutral,0.029341591159261174,0.9577768241544476,0.012881584686291029,0.1533139976768097,0.8183406177660856,0.02834538455710452,0.0,1.0,0.0,0.0989340105948792,0.8566071980339246,0.044458791371196356
"['commies', 'iraqis', 'hate', 'us', 'destabilized', 'country', 'iran', 'control', 'cause', 'internal', 'wars', 'able', 'get', 'oil', 'intellectual']",Neutral,0.05533057843816195,0.9209478450429958,0.023721576518843025,0.1918940834520316,0.785357835148246,0.02274808139972235,0.0,1.0,0.0,0.08792805975318123,0.8739044457064725,0.038167494540346236
"['nacho', 'saying', 'contacts']",Neutral,0.09172573840846716,0.8511452075360066,0.057129054055526214,0.048786209004645024,0.9175537322021418,0.033660058793213245,0.0,1.0,0.0,0.07045954288968655,0.8867036569293011,0.042836800181012206
"['edul', 'nachored', 'well', 'need', 'see', 'nachored', 'singing', 'evangelion', 'op', 'karaoke']",Neutral,0.08203027281970833,0.8742013610481776,0.04376836613211493,0.08548445735640388,0.8834469039794548,0.03106863866414122,0.0,1.0,0.0,0.08488328567562771,0.8691896547239802,0.045927059600391944
"['crinshboi', 'lester', 'please', 'tell', 'joke', 'going', 'cry']",Positivo,0.042116641723194376,0.9309772760892864,0.02690608218751804,0.1900780913846424,0.6895931386157812,0.12032876999957655,0.0,1.0,0.0,0.1025101653795239,0.8265090065674517,0.07098082805302437
"['aaaaaaaaaaaaaaaaaa', 'explains', 'threatening', 'video', 'frank', 'underwood']",Neutral,0.0989056606796314,0.8419478835999228,0.0591464557204443,0.05628814250313552,0.9112354194101264,0.03247643808673787,0.0,1.0,0.0,0.07109166259683372,0.887066738330455,0.041841599072711205
"['ricardoafranco', 'hitler', 'said', 'speaking', 'chamberlain']",Neutral,0.063521174481297,0.8967207245860336,0.03975810093267013,0.0503216864717416,0.9212092179385868,0.028469095589671683,0.0,1.0,0.0,0.06246652350386293,0.8990852391168347,0.03844823737930251
"['bro', 'literally', 'flag', 'war', 'death']",Negativo,0.05538078235033685,0.9236079097799408,0.02101130786972037,0.3443172734059548,0.6275207104319863,0.028162016162059007,0.0,1.0,0.0,0.12105803452050173,0.833901066994344,0.045040898485154336
"['ricardoafranco', 'remind', 'national', 'socialism', 'frowned', 'upon', 'world']",Neutral,0.07513572113472017,0.8776432271560066,0.04722105170927346,0.04869837743342082,0.9249076112095054,0.02639401135707384,0.0,1.0,0.0,0.06241329482783786,0.8991277254038804,0.038458979768281776
"['law', 'school', 'advisor', 'coord', 'general', 'genucab']",Neutral,0.05425480766065785,0.9153179872445978,0.030427205094744482,0.0796145390641242,0.8958803814937407,0.024505079442134974,0.0,1.0,0.0,0.07020000353628898,0.8907935307723588,0.03900646569135231
['wircho'],Neutral,0.10111963425956913,0.8363513863581977,0.06252897938223348,0.07057192794201067,0.8927584246562461,0.03666964740174308,0.0,1.0,0.0,0.0758428847733051,0.8787297677704002,0.045427347456294793
"['edul', 'piqué', 'dance', 'shakira']",Neutral,0.10017447937192754,0.8458548766767032,0.05397064395137007,0.05129936954824222,0.9243021527247104,0.024398477727047115,0.0,1.0,0.0,0.0835665150618203,0.8719950763822922,0.04443840855588743
"['merry', 'christmas', 'fuck']",Negativo,0.12088042862317475,0.8256912594144599,0.05342831196236463,0.5207230490155403,0.4219588160468049,0.057318134937654835,1.0,0.0,0.0,0.1278943123376707,0.8191915377374155,0.05291414992491388
['rerere'],Neutral,0.10111963425956913,0.8363513863581977,0.06252897938223348,0.07057192794201067,0.8927584246562461,0.03666964740174308,0.0,1.0,0.0,0.0758428847733051,0.8787297677704002,0.045427347456294793
"['equal', 'marriage', 'adoption☑️', 'legalization', 'marijuana', '☑️', 'legalization', 'prostitution', '☑️', 'legal', 'safe', 'abortion', '☑️', 'euthanasia', '☑️', 'nuclear', 'energy', '☑️', 'vaccines', '☑️', 'inclusive', 'language', 'death', 'penalty', '☑️', 'earth', 'flat', 'carrying', 'arms', '☑️']",Neutral,0.2004041101729727,0.6883694210243142,0.11122646880271013,0.16389792634092573,0.7988248780904403,0.03727719556863388,0.0,1.0,0.0,0.09023525372292325,0.8632343331631902,0.046530413113886566
"['deneyberlara', 'nothing', 'usb', 'manía', 'would', 'like', 'talk']",Neutral,0.036384043471038977,0.941762731332936,0.02185322519602669,0.05276303449204674,0.9154527233454286,0.031784242162524866,0.0,1.0,0.0,0.06816279034545458,0.8850429547463141,0.04679425490823115
"['ricardoafranco', 'marvel', 'ambitious', 'crossover', 'history', 'balvin', 'bad', 'bunny', 'karol', 'anuel']",Neutral,0.14708702495502365,0.7842437153460188,0.06866925969895864,0.3420584498465273,0.6139905241363053,0.0439510260171674,0.0,1.0,0.0,0.11744035735552763,0.8327115285235197,0.049848114120952663
"['fuck', 'sounded', 'cdpr', 'scene', 'lacks', 'steel', 'humans', 'scene', 'tw', 'fighting', 'middle', 'novigrad']",Neutral,0.1538956725032203,0.7624341410169849,0.08367018647979632,0.1862327697129184,0.7710388712771666,0.04272835900991522,0.0,1.0,0.0,0.09224706320315118,0.860534804398699,0.04721813239814998
"['argentina', 'white']",Neutral,0.10244156047349018,0.8339516231973679,0.06360681632914271,0.07057192794201067,0.8927584246562461,0.03666964740174308,0.0,1.0,0.0,0.07458722829927528,0.8806274913607803,0.04478528033994439
"['women', 'know', 'men', 'dry', 'okay', 'sweeter', 'also', 'women']",Neutral,0.07039602115492924,0.8875101018155628,0.042093877029508495,0.048588524704285284,0.9245548689480028,0.026856606347712027,0.0,1.0,0.0,0.0678902031841211,0.8905737207589071,0.04153607605697173
"['year', 'calculus', 'ucab', 'guayana', 'teacher', 'luis', 'living', 'room']",Neutral,0.02255424207447948,0.9617632308853272,0.015682527040195102,0.030351036222992026,0.8959022660670352,0.07374669770997272,0.0,1.0,0.0,0.053755992447341194,0.9064815670488062,0.0397624405038526
"['unjodedor', 'look', 'better', 'pass', 'ham', 'bread']",Neutral,0.09873700698581467,0.8598215460843395,0.04144144692984497,0.2939339833665792,0.6739541723663368,0.03211184426708419,0.0,1.0,0.0,0.11308148120679865,0.8399370038378011,0.04698151495540013
"['ricardoafranco', 'isaac', 'segura', 'ups']",Neutral,0.11864206685197168,0.8072664846597926,0.07409144848823677,0.07044586263558854,0.8937918966740541,0.03576224069035732,0.0,1.0,0.0,0.07390738233793225,0.8816748853406564,0.04441773232141143
"['ricardoafranco', 'isaac', 'segura', 'new', 'sticker', 'less', 'week']",Neutral,0.06754124284779044,0.8939171739132334,0.03854158323897669,0.04327793866052635,0.9354907138869959,0.021231347452477727,0.0,1.0,0.0,0.06734595678800116,0.8941860108299301,0.038468032382068675
"['short', 'diego', 'arria', 'day', 'got', 'penny', 'note', 'want']",Neutral,0.05482081460729014,0.9102901471660716,0.03488903822663915,0.04339538327368763,0.9250384329874828,0.03156618373882958,0.0,1.0,0.0,0.06987526332996408,0.8848795795943865,0.045245157075649634
"['ok', 'first', 'corduroy', 'going', 'give', 'tail', 'forgot', 'going', 'today', 'meeting', 'practically', 'canceled', 'organized', 'two', 'shits', 'zero', 'organizational', 'capacity', 'file', 'transferring', 'pendrive', 'saying', 'left', 'minutes', 'happy', 'tuesday']",Neutral,0.033321773549648694,0.9491236172081352,0.017554609242215868,0.03282835496432285,0.9478656791277033,0.019305965907973958,0.0,1.0,0.0,0.055911509760925876,0.9123382169059137,0.03175027333316053
"['egamanww', 'siganmen', 'el', 'esnakchac']",Neutral,0.11293473620529175,0.8165341600479524,0.07053110374675592,0.06590913775314958,0.8980718041902799,0.036019058056570505,0.0,1.0,0.0,0.07294388353418284,0.8831096299112781,0.04394648655453907
"['free', 'kekistan']",Positivo,0.07704272061680048,0.8644090686967111,0.05854821068648922,0.05200949459617491,0.8451733017219604,0.10281720368186474,0.0,1.0,0.0,0.07795766103844125,0.8630994410433696,0.05894289791818916
"['first', 'spanish', 'spain', 'franco']",Neutral,0.06797289953873074,0.8850221662805702,0.04700493418069794,0.055506696706594166,0.8949637902929785,0.04952951300042728,0.0,1.0,0.0,0.06599252814690196,0.8889583679967052,0.045049103856392804
"['melee', 'menu']",Neutral,0.1143240306290781,0.8146903440077855,0.07098562536313577,0.07057192794201067,0.8927584246562461,0.03666964740174308,0.0,1.0,0.0,0.0758428847733051,0.8787297677704002,0.045427347456294793
"['crinshboi', 'aha', 'pepe']",Neutral,0.07282000153826433,0.8701031583493694,0.057076840112366564,0.051292641129755234,0.8548305347894429,0.09387682408080217,0.0,1.0,0.0,0.07570931644135537,0.8647532107577548,0.059537472800889876
"['literally', 'melee']",Neutral,0.07050776021676945,0.8857177341922821,0.04377450559094874,0.04011287616599562,0.9332008504890148,0.026686273344989603,0.0,1.0,0.0,0.06610920715751788,0.8933662970814745,0.0405244957610077
"['teachers', 'like', 'deserve', 'world', 'thanks', 'teachers', 'care', 'passionate', 'passionate', 'believe', 'appreciate']",Positivo,0.0364055797382069,0.936491348663087,0.02710307159870697,0.06394590228486853,0.8053231777128592,0.1307309200022726,0.0,1.0,0.0,0.06836472652407126,0.8760820394075848,0.05555323406834396
"['point', 'longer', 'seems', 'like', 'joke']",Positivo,0.023894791592735515,0.9597628075411724,0.016342400866093478,0.02568417758179432,0.9449225265993416,0.029393295818864032,0.0,1.0,0.0,0.05560743369653771,0.9017623625623682,0.04263020374109391
"['edul', 'look', 'fresh', 'pot', 'crippy', 'rod']",Neutral,0.11253865270391976,0.8334691669449905,0.05399218035109112,0.14016192986448686,0.8323643972580859,0.02747367287742732,0.0,1.0,0.0,0.09681167665551244,0.8576505974339323,0.045537725910555306
"['crinshboi', 'complain', 'twitter', 'see', 'student', 'authorities', 'deign', 'bring', 'issue', 'board', 'directors']",Neutral,0.04260465214177312,0.926401884147853,0.03099346371037327,0.02669417067565356,0.928037256786104,0.045268572538242416,0.0,1.0,0.0,0.05719343327548011,0.8998443216950607,0.0429622450294591
"['crinshboi', 'ucab', 'security', 'cicpc', 'complex']",Neutral,0.031367471302935365,0.9446075891894024,0.02402493950766173,0.03064699570759515,0.9161313259368264,0.0532216783555785,0.0,1.0,0.0,0.053235518092737834,0.9042692492722402,0.04249523263502209
"['crinshboi', 'security', 'wants', 'give', 'information', 'laptop', 'able', 'pass', 'facilitating', 'theft', 'enough', 'able', 'open', 'bags', 'without', 'consent', 'able', 'vape', 'unit', 'able', 'play', 'board', 'games', 'insult', 'liberty', 'want', 'laptop']",Neutral,0.04164170398790505,0.9363742649431273,0.021984031068970608,0.1826723245794671,0.7540343976357511,0.06329327778478197,0.0,1.0,0.0,0.09599155114558214,0.8498391957111218,0.05416925314329607
"['rorornmr', 'problem', 'would', 'loss', 'laptop', 'loss', 'information', 'contained', 'therein', 'security', 'know', 'bring', 'laptop', 'lose', 'lose', 'would', 'responsibility', 'campaign', 'protect', 'valuables', 'empower']",Neutral,0.06431580056612908,0.9036816905714554,0.032002508862416436,0.0932697006395644,0.8870454549143877,0.01968484444604787,0.0,1.0,0.0,0.06628865388085774,0.8996439701369322,0.034067375982210144
"['franklin', 'bello', 'kept', 'race', 'biggest', 'breakdown', 'ever', 'recorded', 'really', 'made', 'understand', 'software', 'engineering', 'clarysse', 'quijada', 'best', 'welcome', 'ucab', 'could', 'give', 'greatest', 'support', 'since', 'joined']",Neutral,0.03302230835581065,0.939072274173308,0.02790541747087813,0.032974641568822925,0.7995590052372512,0.16746635319392605,0.0,1.0,0.0,0.05639155151571575,0.8895274590372461,0.054080989447038236
