tweet_translated_tokenized,sentiment,NB_Negativo,NB_Positivo,SVM_Negativo,SVM_Positivo,DF_Negativo,DF_Positivo,MaxEnt_Negativo,MaxEnt_Positivo
"['yesterday', 'rains', 'mrs', 'aura', 'house', 'flooded', 'lost', 'lot', 'clothes', 'anyone', 'help', 'write', 'us']",Positivo,0.5419135803018136,0.4580864196981863,0.38536988997475696,0.6146301100252428,0.0,1.0,0.4955035331366693,0.5044964668633307
"['already', 'said', 'weeks', 'ago', 'today', 'collapse', 'city', 'confirms', 'caracas', 'want', 'investment', 'real', 'solutions', 'ornaments', 'decoration']",Negativo,0.7181008103965173,0.2818991896034824,0.4892034648786761,0.510796535121324,0.0,1.0,0.5783216687326573,0.4216783312673426
"['clearer', 'impossible']",Negativo,0.5758434452786275,0.4241565547213727,0.6120229604880703,0.38797703951192986,1.0,0.0,0.5837348150089755,0.4162651849910245
"['francisco', 'fajardo', 'highway', 'height', 'altamira', 'chacao', 'city', 'paralyzed', 'rain', 'government', 'investing', 'maticas', 'painting', 'sidewalks']",Negativo,0.6953013570714779,0.3046986429285219,0.7032355885413822,0.29676441145861776,1.0,0.0,0.6408182913960406,0.35918170860395937
"['hard', 'face', 'blackouts', 'responsibility', 'incompetence', 'stews', 'characterize', 'government']",Negativo,0.7408751539239814,0.25912484607601816,0.578991874700633,0.4210081252993672,1.0,0.0,0.6205074511231301,0.37949254887686984
"['great', 'challenge', 'venezuelans', 'convert', 'hyperinflation', 'lack', 'public', 'services', 'shortages', 'factors', 'crisis', 'engine', 'drives', 'political', 'change', 'venezuela']",Negativo,0.786938676485592,0.2130613235144085,0.8903780618753072,0.1096219381246929,0.0,1.0,0.7202730916750566,0.2797269083249434
"['advice', 'make', 'water', 'drinkable', 'resignation', 'resistance', 'continue', 'pressure', 'hidrocapital', 'restore', 'service', 'improve', 'water', 'quality']",Positivo,0.6478680730673196,0.3521319269326805,0.5173467040252615,0.4826532959747384,1.0,0.0,0.6262977048154191,0.37370229518458087
"['improve', 'water', 'reaches', 'homes', 'today', 'begin', 'campaign', 'give', 'neighbors', 'practical', 'advice', 'make', 'water', 'drinkable', 'want', 'help', 'us', 'spread', 'information', 'write']",Positivo,0.4519722091994591,0.5480277908005411,0.06013084562037153,0.9398691543796284,1.0,0.0,0.37867460150082843,0.6213253984991716
"['little', 'water', 'reaches', 'houses', 'makes', 'cloudy', 'brown', 'tips', 'make', 'drinkable', 'home', 'help', 'us', 'spread']",Positivo,0.3981315928370499,0.6018684071629485,0.047566166371063055,0.952433833628937,1.0,0.0,0.3865000098733544,0.6134999901266456
"['blackouts', 'become', 'almost', 'daily', 'chacao', 'less', 'expect', 'corpoelec', 'give', 'us', 'rationing', 'schedule', 'like', 'hidrocapital', 'exert', 'real', 'citizen', 'pressure', 'happen']",Positivo,0.670968598060761,0.3290314019392392,0.4262005299968799,0.5737994700031201,0.0,1.0,0.5600241614946089,0.4399758385053911
"['several', 'areas', 'chacao', 'without', 'electricity', 'service', 'reports', 'paez', 'street', 'av', 'uslar', 'pietri', 'bolívar', 'street', 'every', 'day', 'corpoelec', 'service', 'municipality', 'caracas', 'deficient']",Negativo,0.8721973015028228,0.12780269849717682,0.9184761110836822,0.0815238889163178,1.0,0.0,0.6853401161597434,0.31465988384025656
"['fernando', 'albán', 'strength', 'continue', 'fighting', 'venezuela']",Positivo,0.5319272319533278,0.4680727680466727,0.28137061300864963,0.7186293869913503,0.0,1.0,0.5175686215795507,0.4824313784204493
"['see', 'tomorrow']",Negativo,0.8642688096315355,0.13573119036846393,0.9602472651769204,0.039752734823079686,1.0,0.0,0.8158415915803737,0.18415840841962625
"['heartbroken', 'murder', 'fernando', 'alban', 'death', 'vain', 'going', 'change', 'venezuela', 'let', 'fight', 'justice']",Negativo,0.6439407648835729,0.3560592351164288,0.6868758752125835,0.3131241247874165,1.0,0.0,0.5846807949457846,0.41531920505421543
"['without', 'light', 'without', 'water', 'much', 'chacao', 'collapse', 'public', 'services', 'shows', 'day', 'day', 'inefficiency', 'inability', 'government', 'solve', 'problems', 'venezuelans']",Negativo,0.8339924309715705,0.16600756902842975,0.9042425955521948,0.0957574044478052,0.0,1.0,0.7426768263077286,0.2573231736922714
"['looking', 'homemade', 'techniques', 'improve', 'water', 'quality', 'develop', 'guide', 'neighbors', 'advice', 'send', 'us', 'include']",Positivo,0.633241246716187,0.3667587532838114,0.6054138408456438,0.3945861591543564,1.0,0.0,0.5857693811579774,0.41423061884202256
"['today', 'pm', 'radio', 'sintonía', 'talk', 'water', 'crisis', 'live', 'chacao', 'complaint', 'made', 'days', 'ago', 'quality', 'water', 'reaches', 'homes']",Negativo,0.8820639203312841,0.11793607966871494,0.9670974311952928,0.032902568804707294,1.0,0.0,0.7999051500925405,0.20009484990745952
"['caalpeel', 'developing', 'designing', 'infographic', 'able', 'upload', 'networks', 'soon', 'ready', 'send', 'greetings']",Positivo,0.452056616786212,0.5479433832137874,0.3537620318064985,0.6462379681935013,1.0,0.0,0.5135996055566543,0.4864003944433457
"['minutes', 'voice', 'radio', 'radio', 'comunidad', 'talk', 'complaint', 'quality', 'water', 'reaching', 'chacao']",Negativo,0.7758332107505541,0.22416678924944428,0.8597269283778762,0.1402730716221238,1.0,0.0,0.6815223187579227,0.31847768124207726
"['denunciation', 'water', 'reaching', 'chacao', 'municipality', 'violation', 'right', 'water', 'health', 'help', 'us', 'make', 'complaint', 'visible', 'sharing', 'video']",Positivo,0.7548702434548554,0.2451297565451454,0.4336856198831059,0.5663143801168941,1.0,0.0,0.6159729057559613,0.38402709424403875
"['thankful', 'jesusarmasccs', 'space', 'rcr', 'denounce', 'crisis', 'public', 'services', 'live', 'chacao', 'entire', 'metropolitan', 'area']",Negativo,0.9357039390684572,0.06429606093154251,0.9905564019406716,0.009443598059328559,1.0,0.0,0.844859643091403,0.155140356908597
"['today', 'denounce', 'poor', 'quality', 'water', 'reaches', 'pajaritos', 'de', 'chacao', 'sector', 'preparing', 'material', 'make', 'situation', 'visible', 'attentive']",Negativo,0.7437688973350358,0.2562311026649633,0.6651770946933266,0.3348229053066735,1.0,0.0,0.6491568710867679,0.3508431289132321
"['tomorrow', 'santanaelias', 'habla', 'caracas', 'fm', 'talk', 'chacao', 'municipality', 'water', 'crisis', 'await', 'comments']",Negativo,0.7573883870859319,0.2426116129140685,0.8504428828849881,0.1495571171150119,1.0,0.0,0.72355171913417,0.27644828086582995
"['today', 'send', 'clear', 'message', 'hidrocapital', 'chacao', 'caracas', 'tired', 'lack', 'water', 'homes', 'addition', 'see', 'every', 'day', 'try', 'hide', 'city', 'invest', 'anything', 'public', 'services']",Negativo,0.8869755286459361,0.1130244713540605,0.969979072101732,0.030020927898267907,1.0,0.0,0.7832626230656092,0.21673737693439074
"['outside', 'el', 'frente', 'amplio', 'soy', 'venezuela', 'meet', 'without', 'fights', 'unity', 'clear', 'north', 'venezuela', 'seems', 'impossible']",Positivo,0.6561954663888909,0.34380453361110896,0.8148664664849097,0.18513353351509032,1.0,0.0,0.6423437505776974,0.3576562494223025
"['exercising', 'journalism', 'venezuela', 'high', 'risk', 'sport', 'lot', 'strength', 'brave', 'communicators', 'risk', 'skins', 'street', 'inform', 'venezuelans', 'truth']",Positivo,0.6368695071226714,0.3631304928773269,0.7955237850442222,0.20447621495577792,1.0,0.0,0.6230989417936297,0.37690105820637027
"['man', 'caracas', 'want', 'maticas', 'francisco', 'de', 'miranda', 'house', 'water', 'electricity', 'gas', 'medicine', 'food', 'stop', 'wasting', 'money', 'adorning', 'caracas', 'start', 'investing', 'real', 'problems', 'venezuelans', 'source', 'vpitv']",Negativo,0.7925880308434823,0.20741196915651644,0.8226039310841844,0.17739606891581572,0.0,1.0,0.6790595718695965,0.32094042813040347
"['weeks', 'without', 'water', 'represents', 'closed', 'businesses', 'kids', 'go', 'class', 'illnesses', 'stop', 'counting', 'part', 'hidrocapital', 'plays', 'crazy', 'hydrocapitalnocumple']",Negativo,0.730448479889928,0.2695515201100737,0.8073574617341526,0.19264253826584754,1.0,0.0,0.6801123109629624,0.31988768903703757
"['often', 'water', 'come', 'house', 'per', 'week', 'hydrocapitalnocumple']",Negativo,0.5947301333750347,0.4052698666249666,0.636096473838662,0.3639035261613379,1.0,0.0,0.6114556223516667,0.38854437764833333
"['yolanda', 'pérez', 'president', 'hidrocapital', 'evelyn', 'vázquez', 'minister', 'waters', 'demand', 'face', 'people', 'caracas', 'hidrocapitalnocumple']",Negativo,0.6952720286797752,0.3047279713202257,0.7973937874596776,0.20260621254032246,1.0,0.0,0.6394492692097518,0.36055073079024824
"['tired', 'excuses', 'see', 'us', 'face', 'glasses', 'tell', 'us', 'water', 'crisis', 'fault', 'economic', 'war', 'want', 'solutions', 'hidrocapitalnocumple']",Negativo,0.7696670541082504,0.23033294589175016,0.7736058534254537,0.2263941465745463,0.0,1.0,0.6207915101732641,0.37920848982673594
"['thousands', 'people', 'caracas', 'today', 'suffer', 'ordeal', 'living', 'without', 'water', 'continue', 'pressure', 'hidrocapital', 'hidrocapitalnocumple']",Negativo,0.8852443483609362,0.11475565163906275,0.941830647226856,0.05816935277314397,1.0,0.0,0.7717444182202863,0.2282555817797137
"['neighbors', 'tired', 'ridicule', 'hidrocapital', 'raise', 'voice', 'violation', 'human', 'rights', 'hidrocapitalnocumple']",Negativo,0.8180061124518495,0.18199388754815093,0.82662316970042,0.17337683029958015,1.0,0.0,0.6597952167800698,0.34020478321993014
"['tonight', 'meeting', 'residents', 'los', 'palos', 'grandes', 'organizing', 'new', 'ideas', 'proposals', 'face', 'serious', 'water', 'crisis']",Negativo,0.8098548559993168,0.1901451440006821,0.9226126788125604,0.07738732118743959,1.0,0.0,0.7303440997775841,0.2696559002224159
"['meeting', 'residents', 'chacao', 'seek', 'solutions', 'serious', 'water', 'crisis', 'organization', 'essential', 'exert', 'real', 'pressure', 'authorities']",Negativo,0.7485183605271752,0.251481639472824,0.8077304221028596,0.1922695778971404,1.0,0.0,0.6881020801487044,0.31189791985129556
"['power', 'goes', 'chacao', 'caracas', 'every', 'day', 'corpoelec', 'service', 'deficient', 'copied', 'friends', 'hidrocapital']",Positivo,0.7941447898743579,0.2058552101256431,0.8273543696085732,0.1726456303914266,1.0,0.0,0.6600956353432059,0.33990436465679413
"['denunciation', 'corner', 'sucre', 'street', 'cecilio', 'acosta', 'casco', 'de', 'chacao', 'sewer', 'leaking', 'smoke', 'cables', 'burning', 'call', 'corpoelecinfo', 'fix', 'problem']",Negativo,0.6717375472642906,0.3282624527357079,0.6980429711668792,0.30195702883312064,1.0,0.0,0.6219498514234209,0.37805014857657915
"['carlos', 'julio', 'rojas', 'arrested', 'voice', 'neighbors', 'face', 'injustices', 'violation', 'rights', 'government']",Negativo,0.7077562977431336,0.2922437022568653,0.6925135638378401,0.3074864361621598,0.0,1.0,0.6093879835346856,0.39061201646531435
"['happy', 'spent', 'birthday', 'assembly', 'neighbors', 'end', 'able', 'receive', 'energies', 'good', 'wishes', 'thank', 'messages']",Positivo,0.3942900170481607,0.6057099829518391,0.07097417326896009,0.9290258267310396,0.0,1.0,0.404982266512776,0.595017733487224
"['today', 'turn', 'grateful', 'life', 'family', 'friends', 'despite', 'living', 'born', 'venezuela', 'country', 'engine', 'every', 'morning', 'fill', 'energy', 'every', 'day', 'convinced', 'going', 'change']",Positivo,0.4755784337620133,0.5244215662379867,0.13800671363781564,0.8619932863621841,0.0,1.0,0.4416483457642757,0.5583516542357243
"['condominiums', 'face', 'crisis', 'see', 'thursday', 'los', 'palos', 'grandes', 'answer', 'question', 'santanaelias', 'micondominiocom']",Negativo,0.7382463480624868,0.2617536519375118,0.8530609354776933,0.14693906452230662,1.0,0.0,0.6918398445036618,0.3081601554963382
"['morning', 'miguel', 'pizarro', 'stalin', 'gonzalez', 'manuelabolivar', 'francolustay', 'forum', 'young', 'leaders', 'national', 'situation', 'youth', 'willing', 'continue', 'spouting', 'venezuela', 'grateful', 'open', 'space', 'foundation', 'invitation']",Positivo,0.5102617441878481,0.48973825581215,0.4845168518975679,0.5154831481024321,1.0,0.0,0.5432066455216479,0.4567933544783521
"['yesterday', 'unión', 'radio', 'ivc', 'program', 'tiempo”', 'denouncing', 'serious', 'water', 'crisis', 'experiencing', 'chacao', 'little', 'water', 'reaches', 'us', 'poor', 'quality']",Negativo,0.8322529645785022,0.1677470354214993,0.8704096687644968,0.129590331235503,1.0,0.0,0.7333131349925074,0.2666868650074926
"['sure', 'water', 'maduro', 'drinks', 'different', 'one', 'reaches', 'homes', 'water', 'transmit', 'infections', 'due', 'bacteria', 'parasites', 'carries', 'continue', 'denounce', 'violation', 'rights', 'hidrocapital', 'queremossoluciones']",Negativo,0.8097239449471215,0.1902760550528768,0.9010451341148416,0.09895486588515807,1.0,0.0,0.7442879634960857,0.2557120365039142
"['today', 'residents', 'chacao', 'denounce', 'little', 'water', 'arrives', 'also', 'poor', 'quality', 'arrives', 'yellow', 'brown', 'smell', 'taste', 'violation', 'rights', 'via', 'caraotadigital']",Negativo,0.8821432863972635,0.1178567136027356,0.9535299325606768,0.04647006743932318,1.0,0.0,0.7814936572386423,0.2185063427613577
"['tomorrow', 'meet', 'los', 'palos', 'grandes', 'square', 'denounce', 'poor', 'quality', 'water', 'reaches', 'houses', 'wait', 'bastaya', 'wantsolutions']",Negativo,0.8997580360209172,0.10024196397908254,0.9577570502797688,0.04224294972023128,1.0,0.0,0.809420693951446,0.19057930604855397
"['recurrent', 'many', 'areas', 'los', 'palos', 'grandes', 'without', 'electricity', 'corpoelec', 'response', 'tired', 'much', 'abandonment', 'chacao', 'municipality', 'bastaya', 'wantsolutions']",Negativo,0.8363443587797245,0.16365564122027673,0.8193209059450824,0.1806790940549175,1.0,0.0,0.7124299696884862,0.28757003031151385
"['tomorrow', 'program', 'tiempo', 'unión', 'radio', 'fm', 'ivc', 'together', 'jesusarmasccs', 'andreschola', 'talk', 'water', 'crisis', 'caracas', 'await', 'comments']",Negativo,0.7558546082129003,0.2441453917871008,0.938769200515542,0.061230799484457865,1.0,0.0,0.728216816337022,0.271783183662978
"['little', 'water', 'reaches', 'municipality', 'poor', 'quality', 'tomorrow', 'going', 'report', 'situation', 'transparent', 'container', 'shows', 'color', 'water']",Negativo,0.8307287080564337,0.16927129194356513,0.9279994831804748,0.07200051681952503,1.0,0.0,0.7530642647951911,0.24693573520480894
"['weeks', 'quality', 'water', 'arrives', 'arrives', 'houses', 'terrible', 'several', 'children', 'older', 'adults', 'fallen', 'ill', 'hidrocapital', 'today', 'visited', 'pajarito', 'de', 'chacao', 'sector', 'neighbors', 'also', 'live', 'situation', 'concern']",Negativo,0.8162329761792664,0.18376702382073032,0.8297293302375454,0.1702706697624546,0.0,1.0,0.6874902174599835,0.3125097825400165
"['today', 'visit', 'little', 'bird', 'sector', 'chacao', 'water', 'hidrocapital', 'sends', 'us', 'arriving']",Negativo,0.6247993122692261,0.37520068773077503,0.3968718394563525,0.6031281605436474,0.0,1.0,0.5514461840914913,0.4485538159085087
"['someone', 'help', 'advice', 'neighbors', 'receive', 'bad', 'water', 'beyond', 'boiling', 'filtering', 'filter', 'thanks', 'advance']",Positivo,0.4779281839405074,0.5220718160594908,0.25450569859987315,0.7454943014001268,1.0,0.0,0.49616738062979926,0.5038326193702007
"['writes', 'csanabriamacias', 'seeing', 'tweet', 'hand', 'water', 'white', 'arrives', 'house', 'imagine', 'color', 'water', 'reaches']",Positivo,0.6525516743789104,0.34744832562108985,0.802429743239457,0.19757025676054293,0.0,1.0,0.6422113108098528,0.3577886891901471
"['water', 'reaching', 'chacao', 'said', 'little', 'water', 'reaches', 'us', 'bad', 'condition', 'many', 'sick', 'neighbors', 'hidrocapital']",Negativo,0.7446739779558941,0.2553260220441064,0.7656857500474405,0.2343142499525595,1.0,0.0,0.649664420209536,0.35033557979046404
"['today', 'deputies', 'parties', 'students', 'civil', 'society', 'marched', 'headquarters', 'oas', 'juan', 'requesens', 'voice', 'young', 'venezuelans', 'today']",Positivo,0.5899474545305489,0.4100525454694505,0.3638982627289764,0.6361017372710237,0.0,1.0,0.536334703328607,0.46366529667139306
"['afternoon', 'helicoide', 'accompanying', 'friend', 'rrequesens', 'demanding', 'release', 'brother', 'rafaela', 'juan', 'represent', 'fighting', 'youth', 'determined', 'change', 'venezuela', 'moments', 'bad', 'times', 'difficult', 'times', 'united']",Negativo,0.5597097515040809,0.4402902484959217,0.7222053021442026,0.2777946978557975,0.0,1.0,0.5560460586573366,0.44395394134266336
"['bucaral', 'electricity', 'since', 'saturday', 'today', 'corpoelec', 'officials', 'came', 'despite', 'strike', 'came', 'fix', 'problem', 'fixing', 'neighbors', 'collected', 'food', 'gave', 'officials', 'pure', 'solidarity']",Positivo,0.675716500649652,0.3242834993503488,0.6481779166632544,0.3518220833367456,1.0,0.0,0.5951898419337311,0.40481015806626885
"['coming', 'days', 'holding', 'citizen', 'assemblies', 'organize', 'next', 'actions', 'listen', 'residents', 'sector', 'collect', 'articulate', 'proposals', 'continue', 'street', 'caracasquiereagua']",Negativo,0.7547147034552477,0.2452852965447533,0.9270949369441344,0.07290506305586544,1.0,0.0,0.6724500338763886,0.3275499661236114
"['response', 'demands', 'andy', 'hernández', 'cannot', 'share', 'information', 'public', 'say', 'authorization', 'minister', 'water', 'accept', 'run', 'public', 'company', 'black', 'box']",Positivo,0.6830295528112968,0.31697044718870315,0.7617078534548588,0.2382921465451413,1.0,0.0,0.6640876591173182,0.33591234088268185
"['demand', 'mtas', 'recognized', 'registered', 'stipulated', 'lopsa', 'discretion', 'hidrocapital', 'board', 'directors']",Negativo,0.6236386972998055,0.3763613027001946,0.7055350944385032,0.2944649055614971,1.0,0.0,0.6182436305514784,0.38175636944852165
"['rationing', 'plan', 'includes', 'sector', 'caracas', 'lasts', 'rehabilitation', 'works', 'completed', 'well', 'start', 'unfinished', 'works']",Positivo,0.5795757000761154,0.42042429992388397,0.5962048370743454,0.40379516292565465,1.0,0.0,0.5605237070885698,0.4394762929114302
"['demand', 'transparency', 'investment', 'plan', 'rehabilitation', 'metropolitan', 'aqueduct', 'know', 'financial', 'health', 'let', 'tell', 'us', 'much', 'money', 'going', 'invested', 'engineers', 'contractors', 'involved']",Negativo,0.8174150437871327,0.1825849562128695,0.8446718272388941,0.15532817276110591,0.0,1.0,0.6568717798358498,0.34312822016415023
"['demand', 'transparency', 'diagnosis', 'situation', 'metropolitan', 'aqueduct', 'treatment', 'plants', 'know', 'condition', 'defects']",Negativo,0.7684343778901899,0.23156562210980824,0.8732884622754289,0.12671153772457094,1.0,0.0,0.6732460249205785,0.32675397507942155
"['demand', 'operational', 'plan', 'rehabilitation', 'clear', 'dates', 'actions', 'metropolitan', 'aqueduct']",Positivo,0.7752236799750991,0.22477632002490167,0.887805193754604,0.11219480624539606,1.0,0.0,0.6828290392037056,0.31717096079629437
"['yesterday', 'successful', 'day', 'managed', 'show', 'caracas', 'firm', 'citizenry', 'clear', 'vision', 'venezuela', 'must', 'change', 'bring', 'specific', 'demands', 'hidrocapital', 'specifically', 'manager', 'metropolitan', 'aqueduct', 'andy', 'hernández']",Positivo,0.7111671954137042,0.28883280458629484,0.7389755692465402,0.2610244307534598,1.0,0.0,0.6295670504261015,0.3704329495738985
"['denuncia', 'go', 'months', 'without', 'water', 'hundreds', 'liters', 'lost', 'streets', 'hidrocapital', 'look', 'water', 'boat', 'av', 'granados', 'de', 'la', 'castellana']",Negativo,0.8659783075563309,0.13402169244366866,0.8979589067088015,0.10204109329119833,1.0,0.0,0.7584825869274835,0.24151741307251648
"['today', 'caracas', 'gave', 'clear', 'message', 'hidrocapital', 'government', 'fed', 'ordeal', 'living', 'without', 'water', 'means', 'citizens', 'continue', 'streets', 'demanding', 'rights', 'wantsolutions']",Positivo,0.8152756662785019,0.18472433372149868,0.8393692731482436,0.16063072685175622,1.0,0.0,0.7135343362038624,0.2864656637961376
"['citizen', 'protest', 'reaches', 'hidrocapital', 'water', 'right']",Negativo,0.8416255695949074,0.15837443040509375,0.921575067930932,0.07842493206906798,1.0,0.0,0.7647383592306206,0.23526164076937942
"['arrecho', 'people', 'demand', 'right', 'way', 'hidrocapital']",Negativo,0.7835210113447416,0.2164789886552591,0.8225644284920245,0.17743557150797554,1.0,0.0,0.6807583103551245,0.3192416896448756
"['already', 'concentrated', 'plaza', 'brión', 'de', 'chacaito', 'water', 'life', 'hidrocapital', 'taking', 'away', 'us']",Negativo,0.7401156997319521,0.25988430026804704,0.8017881605370321,0.19821183946296808,1.0,0.0,0.6533411573651717,0.34665884263482827
"['chacao', 'water', 'rationing', 'sunday', 'wednesday', 'today', 'saturday', 'chance', 'water', 'began', 'arrive', 'parts', 'municipality', 'afraid', 'protests', 'citizens', 'street', 'see', 'plaza', 'brión']",Positivo,0.8347293683369312,0.1652706316630686,0.8749252816327353,0.12507471836726447,1.0,0.0,0.72270476394978,0.27729523605022
"['today', 'us', 'caracas', 'living', 'calvary', 'water', 'crisis', 'see', 'plaza', 'brión', 'de', 'chacaito', 'tired', 'excuses', 'want', 'solutions']",Negativo,0.8047151796548836,0.1952848203451177,0.8499578996222328,0.15004210037776708,1.0,0.0,0.6733530649819823,0.3266469350180176
"['water', 'life', 'hidrocapital', 'taking', 'us', 'tomorrow', 'everyone', 'street', 'demand', 'right', 'saturdayalacallexelagua', 'maduronostienesecos']",Negativo,0.8433014081049279,0.15669859189507185,0.9119327858176568,0.08806721418234324,1.0,0.0,0.7426694679677157,0.25733053203228423
"['via', 'lapatilla', 'venezuelans', 'still', 'street', 'demanding', 'rights']",Negativo,0.7880078399690558,0.2119921600309456,0.8928438380882799,0.1071561619117199,1.0,0.0,0.6796843824715494,0.3203156175284506
"['continue', 'streets', 'increase', 'pressure', 'hidrocapital', 'restore', 'water', 'service', 'caracas', 'see', 'tomorrow', 'brión', 'square', 'wantsolutions']",Positivo,0.7667061004534861,0.2332938995465145,0.7843758940657333,0.2156241059342668,1.0,0.0,0.7019603929144986,0.2980396070855013
"['rodolmd', 'arkthos', 'hi', 'rodolfo', 'right', 'solution', 'equal', 'important', 'complaint', 'opportunity', 'listen', 'josé', 'maría', 'de', 'viana', 'project', 'end', 'water', 'crisis', 'caracas', 'solution', 'sure', 'great', 'consensus', 'around']",Positivo,0.66875903258449,0.33124096741551323,0.7366801803402073,0.26331981965979284,0.0,1.0,0.6339208154602414,0.3660791845397587
"['supporting', 'transporters', 'protest', 'av', 'francisco', 'de', 'miranda', 'people', 'street', 'demanding', 'right', 'wantsolutions']",Negativo,0.7964361466443223,0.20356385335567675,0.7354340975178659,0.2645659024821341,1.0,0.0,0.6656524135360585,0.33434758646394147
"['yolanda', 'pérez', 'president', 'hidrocapital', 'evelyn', 'vázquez', 'minister', 'waters', 'demand', 'face', 'people', 'caracas', 'wantsolutions', 'saturdayalacallexelagua']",Negativo,0.6674285323063005,0.33257146769369955,0.7477991942646153,0.2522008057353847,1.0,0.0,0.6231235023847708,0.3768764976152292
"['tired', 'excuses', 'see', 'us', 'face', 'glasses', 'tell', 'us', 'water', 'crisis', 'fault', 'economic', 'war', 'want', 'solutions', 'saturdayalacallexelagua']",Negativo,0.7663096589430461,0.2336903410569541,0.7714013786028536,0.2285986213971463,0.0,1.0,0.6201970937987167,0.3798029062012834
"['stop', 'putting', 'pressure', 'hidrocapital', 'sooner', 'rather', 'later', 'force', 'us', 'use', 'national', 'card', 'brush', 'teeth', 'continue', 'demanding', 'rights', 'saturdayalacallexelagua']",Negativo,0.6973035829209766,0.30269641707902617,0.6043806706965738,0.3956193293034263,0.0,1.0,0.6003897192875985,0.39961028071240146
"['thousands', 'people', 'caracas', 'today', 'suffer', 'ordeal', 'living', 'without', 'water', 'continue', 'pressure', 'hidrocapital', 'saturdayalacallexelagua']",Negativo,0.8801805050596814,0.1198194949403176,0.9382979231110048,0.061702076888995074,1.0,0.0,0.7677428223477905,0.2322571776522095
"['saturday', 'meet', 'street', 'demand', 'right', 'water', 'tired', 'excuses', 'abuse', 'elsabadoalacallexelagua']",Negativo,0.8659427761047602,0.134057223895241,0.95133113366934,0.04866886633066023,0.0,1.0,0.7537349817148955,0.24626501828510447
"['yolanda', 'pérez', 'president', 'hidrocapital', 'evelyn', 'vázquez', 'minister', 'waters', 'demand', 'face', 'people', 'caracas', 'wantsolutions', 'elsabadoalacallexelagua']",Negativo,0.6674285323063028,0.3325714676936984,0.7477991942646153,0.2522008057353847,1.0,0.0,0.6231235023847708,0.3768764976152292
